,Species,Season,Inspected,Longitude,Latitude,Watered
3013,GLEDITSIA TRI. INERMIS HALKA,Spring 2016,Yes,-71.0649898092,42.3611496655,Yes
3014,GLEDITSIA TRI. INERMIS HALKA,Spring 2016,Yes,-71.066569693,42.3611616831,Yes
3015,GLEDITSIA TRI. INERMIS HALKA,Spring 2016,Yes,-71.0666011754,42.361138420399996,Yes
3016,GLEDITSIA TRI. INERMIS HALKA,Spring 2016,Yes,-71.06656969390001,42.3611151577,Yes
3017,SOPHORA JAPONICA 'HALKA',Spring 2016,Yes,-71.0700640388,42.3573521007,Yes
3018,TILIA CORDATA 'AMERICAN CENTURY',Spring 2016,Yes,-71.070736791,42.3568353615,Yes
3019,ACER RUBRUM OCT. GLORY,Spring 2016,Yes,-71.0708172531,42.3568174383,Yes
3020,QUERCUS PALUSTRIS,Spring 2016,Yes,-71.065071246,42.360447559899995,No
3021,QUERCUS PALUSTRIS,Spring 2016,Yes,-71.06510666300001,42.3604626697,No
3022,QUERCUS PALUSTRIS,Spring 2016,Yes,-71.06510666300001,42.3604324502,No
3023,PRUNUS SUB AUTUMNALIS,Spring 2016,Yes,-71.0648440496,42.3593379531,Yes
3024,GINKGO BILOBA,Spring 2016,Yes,-71.0670771684,42.359314748,Yes
3025,AMELANCHIER X CUMULUS,Spring 2016,Yes,-71.0693633825,42.359268988400004,Yes
3026,PRUNUS SUB AUTUMNALIS,Spring 2016,Yes,-71.0695606912,42.3592645596,Yes
3027,LIQUIDAMBAR STYR,Spring 2016,Yes,-71.0648925154,42.3583523095,Yes
3028,QUERCUS PALUSTRIS,Spring 2016,Yes,-71.0667685593,42.3603303833,Yes
3029,MALUS GOLDEN RAINDROPS,Spring 2016,Yes,-71.0680711681,42.35955218,Yes
3030,QUERCUS BICOLOR,Spring 2016,Yes,-71.0690839461,42.359521506,Yes
3031,ACER RUBRUM OCT. GLORY,Spring 2016,Yes,-71.0700460753,42.3591964414,Yes
3032,AMELANCHIER X CUMULUS,Spring 2016,Yes,-71.0702673089,42.3594985162,Yes
3033,MALUS GOLDEN RAINDROPS,Spring 2016,Yes,-71.0660065576,42.3575464711,No
3034,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2016,Yes,-71.0584663428,42.3743342994,No
3035,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2016,Yes,-71.0584935349,42.374361948600004,No
3036,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2016,Yes,-71.0585375326,42.3743513874,No
3037,MALUS GOLDEN RAINDROPS,Spring 2016,Yes,-71.0585375326,42.3743172114,No
3038,PRUNUS X YEDOENSIS,Spring 2016,Yes,-71.0584935349,42.3743066503,No
3039,QUERCUS ROBUR 'REGAL PRINCE',Spring 2016,Yes,-71.0696852359,42.382890505700004,No
3040,LIQUIDAMBAR STYR,Spring 2016,Yes,-71.0696465518,42.3829415046,No
3041,ACER RUBRUM OCT. GLORY,Spring 2016,Yes,-71.0695751608,42.3830356206,No
3042,ACER RUBRUM 'FRANK JR',Spring 2016,Yes,-71.0693661336,42.383311187,No
3043,ACER RUBRUM 'FRANK JR',Spring 2016,Yes,-71.0629275462,42.3778120296,No
3044,AMELANCHIER X CUMULUS,Spring 2016,Yes,-71.078436655,42.3828058023,No
3045,GINKGO BILOBA,Spring 2016,Yes,-71.0621989212,42.3718920277,No
3046,GINKGO BILOBA,Spring 2016,Yes,-71.0622346831,42.3718920277,No
3047,ACER RUBRUM RED SUNSET,Spring 2016,Yes,-71.0594458624,42.3720218608,No
3048,QUERCUS ACUTISSIMA,Spring 2016,Yes,-71.0591934879,42.3721233445,No
3049,ACER RUBRUM RED SUNSET,Spring 2016,Yes,-71.0592206799,42.3721509946,No
3050,QUERCUS ACUTISSIMA,Spring 2016,Yes,-71.0592646776,42.3721404331,No
3051,ACER RUBRUM RED SUNSET,Spring 2016,Yes,-71.0592646776,42.3721062552,No
3052,ACER RUBRUM RED SUNSET,Spring 2016,Yes,-71.0592206799,42.3720956937,No
3053,ACER RUBRUM RED SUNSET,Spring 2016,Yes,-71.0589740554,42.3722461262,No
3054,ACER RUBRUM RED SUNSET,Spring 2016,Yes,-71.0588734719,42.3722937962,No
3055,ACER RUBRUM RED SUNSET,Spring 2016,Yes,-71.0582513282,42.3726298927,No
3056,ACER RUBRUM RED SUNSET,Spring 2016,Yes,-71.05828709020001,42.3726298927,No
3057,GYMNOCLADUS DIOICUS,Spring 2016,Yes,-71.0636411867,42.3737517021,No
3058,SOPHORA JAPONICA 'HALKA',Spring 2016,Yes,-71.0701036819,42.3793177055,No
3059,ULMUS CARPINIFOLIA 'ACCOLADE',Spring 2016,Yes,-71.0620612589,42.37313952,No
3060,TILIA CORDATA 'AMERICAN CENTURY',Spring 2016,Yes,-71.062766884,42.3737306268,No
3061,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2016,Yes,-71.06331797189999,42.3741165423,No
3062,ACER RUBRUM OCT. GLORY,Spring 2016,Yes,-71.0637167109,42.3746430033,No
3063,ULMUS CARPINIFOLIA 'ACCOLADE',Spring 2016,Yes,-71.0674590488,42.3778893502,No
3064,QUERCUS ROBUR 'REGAL PRINCE',Spring 2016,Yes,-71.0702773866,42.3806152912,No
3065,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2016,Yes,-71.0714303441,42.3819334887,No
3066,ZELKOVA SERRATA 'GREEN VASE',Spring 2016,Yes,-71.05431170000001,42.3790925925,No
3067,MALUS GOLDEN RAINDROPS,Spring 2016,Yes,-71.0610926461,42.3805991475,No
3068,MALUS GOLDEN RAINDROPS,Spring 2016,Yes,-71.0611162583,42.3806293572,No
3069,MALUS GOLDEN RAINDROPS,Spring 2016,Yes,-71.0611634809,42.3806293572,No
3070,MALUS GOLDEN RAINDROPS,Spring 2016,Yes,-71.06118709319999,42.3805991475,No
3071,MALUS GOLDEN RAINDROPS,Spring 2016,Yes,-71.0611634809,42.3805689378,No
3072,MALUS GOLDEN RAINDROPS,Spring 2016,Yes,-71.0611162583,42.3805689378,No
3073,ULMUS CARPINIFOLIA 'ACCOLADE',Spring 2016,Yes,-71.0692999942,42.3837732841,No
3074,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2016,Yes,-71.0693695275,42.383767579,No
3075,EUCOMMIA ULMOIDES,Spring 2016,Yes,-71.0695797531,42.383750331,No
3076,QUERCUS IMBRICARIA,Spring 2016,Yes,-71.06973037899999,42.3837379726,No
3077,ULMUS CARPINIFOLIA 'ACCOLADE',Spring 2016,Yes,-71.061357666,42.3768880754,No
3078,SOPHORA JAPONICA 'HALKA',Spring 2016,Yes,-71.0617014738,42.3759072737,No
3079,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2016,Yes,-71.0517537804,42.375525549,No
3080,TILIA TOMENTOSA 'STERLING SILVER',Spring 2016,Yes,-71.061205255,42.372608521,No
3081,GINKGO BILOBA,Spring 2016,Yes,-71.0667366953,42.3780778713,No
3082,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2016,Yes,-71.0511683428,42.3771975728,No
3083,TILIA CORDATA 'AMERICAN CENTURY',Spring 2016,Yes,-71.0587610192,42.3764306831,No
3084,EUCOMMIA ULMOIDES,Spring 2016,Yes,-71.0602276054,42.3718641732,No
3085,GLEDITSIA TRI. INERMIS HALKA,Spring 2016,Yes,-71.0601336348,42.302126263000005,No
3086,KOELREUTERIA PANICULATA,Spring 2016,Yes,-71.06826918189999,42.2801550446,No
3087,KOELREUTERIA PANICULATA,Spring 2016,Yes,-71.0683459735,42.2803014833,No
3088,ZELKOVA SERRATA 'MUSASHINO',Spring 2016,Yes,-71.05826783159999,42.2875575953,No
3089,ACER TRUNCATUM 'NORWEGIAN SUNSET',Spring 2016,Yes,-71.0750358339,42.296439631300004,No
3090,KOELREUTERIA PANICULATA,Spring 2016,Yes,-71.0559156306,42.3132550281,No
3091,ACER TRUNCATUM 'NORWEGIAN SUNSET',Spring 2016,Yes,-71.0549460934,42.2896313268,No
3092,ACER TRUNCATUM 'NORWEGIAN SUNSET',Spring 2016,Yes,-71.0711867521,42.2830810732,No
3093,ACER GINNALA FLAME,Spring 2016,Yes,-71.07001841,42.2834400277,No
3094,KOELREUTERIA PANICULATA,Spring 2016,Yes,-71.0558717978,42.3220124116,No
3095,KOELREUTERIA PANICULATA,Spring 2016,Yes,-71.0567887191,42.2866651968,No
3096,GLEDITSIA TRI. INERMIS HALKA,Spring 2016,Yes,-71.0808037387,42.2834223637,No
3097,PRUNUS X YEDOENSIS,Spring 2016,Yes,-71.0491215782,42.281069861300004,No
3098,CELTIS OCCIDENTALIS,Spring 2016,Yes,-71.07147561810001,42.315621195700004,No
3099,ACER GINNALA FLAME,Spring 2017,Yes,-71.1629750069,42.3505419968,No
3100,QUERCUS BICOLOR,Spring 2016,Yes,-71.10865529770001,42.3223366041,No
3101,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2017,Yes,-71.1285086604,42.353693838699996,No
3102,EUCOMMIA ULMOIDES,Spring 2016,Yes,-71.1102079679,42.321420904899995,No
3103,MALUS GOLDEN RAINDROPS,Spring 2017,Yes,-71.15949166109999,42.3414997931,No
3104,PRUNUS SUB AUTUMNALIS,Spring 2016,Yes,-71.1125460909,42.3182277424,Yes
3105,MALUS GOLDEN RAINDROPS,Spring 2017,Yes,-71.162260662,42.3529996881,No
3106,QUERCUS BICOLOR,Spring 2016,Yes,-71.1137786426,42.3164228721,No
3107,ZELKOVA SERRATA 'MUSASHINO',Spring 2017,Yes,-71.1664277699,42.3496226125,No
3108,EUCOMMIA ULMOIDES,Spring 2016,Yes,-71.1139354292,42.316134492399996,No
3109,QUERCUS PHELLOS,Spring 2017,Yes,-71.15058802600001,42.342117843400004,No
3110,ULMUS WILSONIANA 'PROSPECTOR',Spring 2016,Yes,-71.1189427674,42.3087983727,No
3111,ACER TRUNCATUM 'NORWEGIAN SUNSET',Spring 2017,Yes,-71.1508443747,42.3420363573,No
3112,ULMUS WILSONIANA 'PROSPECTOR',Spring 2016,Yes,-71.11897852930001,42.3087983727,No
3113,ACER RUBRUM OCT. GLORY,Spring 2017,Yes,-71.1311599295,42.3580961867,No
3114,QUERCUS ROBUR 'REGAL PRINCE',Spring 2016,Yes,-71.11601316720001,42.3102219998,No
3115,GINKGO BILOBA,Spring 2017,Yes,-71.1530464206,42.3499792235,No
3116,GINKGO BILOBA,Spring 2016,Yes,-71.1160446496,42.3102452813,No
3117,TILIA CORDATA 'GREEN SPIRE',Spring 2017,Yes,-71.1417082771,42.3415898093,No
3118,GINKGO BILOBA,Spring 2016,Yes,-71.116076132,42.3102219998,No
3119,ZELKOVA SERRATA 'MUSASHINO',Spring 2017,Yes,-71.14396060109999,42.3548932838,No
3120,QUERCUS PHELLOS,Spring 2017,Yes,-71.1300461693,42.361961849800004,No
3121,ACER TRUNCATUM 'NORWEGIAN SUNSET',Spring 2017,Yes,-71.1706407316,42.3495482843,No
3122,EUCOMMIA ULMOIDES,Spring 2017,Yes,-71.1410596681,42.341754467600005,No
3123,MALUS GOLDEN RAINDROPS,Spring 2017,Yes,-71.1513161753,42.3392033599,No
3124,ACER TRUNCATUM 'NORWEGIAN SUNSET',Spring 2017,Yes,-71.1512425378,42.3425459779,No
3125,QUERCUS PHELLOS,Spring 2017,Yes,-71.1510241295,42.3434812865,No
3126,ACER RUBRUM OCT. GLORY,Spring 2017,Yes,-71.1524103096,42.3442926893,No
3127,ACER RUBRUM OCT. GLORY,Spring 2017,Yes,-71.1486617974,42.347187888600004,No
3128,ACER RUBRUM OCT. GLORY,Spring 2017,Yes,-71.1529395201,42.349088522399995,No
3129,QUERCUS PHELLOS,Spring 2017,Yes,-71.1529752821,42.349088522399995,No
3130,ACER GINNALA FLAME,Spring 2017,Yes,-71.16091429949999,42.3462951355,No
3131,ACER GINNALA FLAME,Spring 2017,Yes,-71.1609500614,42.3462951355,No
3132,ACER GINNALA FLAME,Spring 2017,Yes,-71.1242706487,42.3604963714,No
3133,ULMUS WILSONIANA 'PROSPECTOR',Spring 2017,Yes,-71.1574505585,42.3526553219,No
3134,GINKGO BILOBA,Spring 2017,Yes,-71.0857163224,42.3518583039,Yes
3135,ULMUS WILSONIANA 'PROSPECTOR',Spring 2017,Yes,-71.0719647872,42.351569161,No
3136,GINKGO BILOBA,Spring 2017,Yes,-71.0762208168,42.3504221788,Yes
3137,GINKGO BILOBA,Spring 2017,Yes,-71.07626803939999,42.3504221788,Yes
3138,GINKGO BILOBA,Spring 2017,Yes,-71.0762916516,42.3503919546,Yes
3139,ACER RUBRUM,Spring 2017,Yes,-71.07626803939999,42.3503617303,Yes
3140,ACER RUBRUM,Spring 2017,Yes,-71.0762208168,42.3503617303,Yes
3141,ACER RUBRUM,Spring 2017,Yes,-71.0761477523,42.3503919546,Yes
3142,ACER RUBRUM,Spring 2017,Yes,-71.0763411039,42.3503919546,Yes
3143,TILIA TOMENTOSA 'GREEN MOUNTAIN',Spring 2017,Yes,-71.0805415403,42.3492216161,No
3144,QUERCUS BICOLOR,Spring 2017,Yes,-71.08057302270001,42.3492448832,No
3145,ZELKOVA SERRATA 'MUSASHINO',Spring 2017,Yes,-71.0806045051,42.3492216161,No
3146,OSTRYA VIRGINIANA,Spring 2017,Yes,-71.08057302270001,42.349198349,No
3147,ULMUS WILSONIANA 'PROSPECTOR',Spring 2017,Yes,-71.0820666592,42.348810756599995,No
3148,TILIA TOMENTOSA 'GREEN MOUNTAIN',Spring 2017,Yes,-71.0820666592,42.3487805316,No
3149,QUERCUS BICOLOR,Spring 2017,Yes,-71.08218048479999,42.3487644139,No
3150,OSTRYA VIRGINIANA,Spring 2017,Yes,-71.0835571632,42.3484233903,No
3151,CARPINUS BETULUS 'FASTIGIATE',Spring 2017,Yes,-71.0717149031,42.3586826536,Yes
3152,QUERCUS ACUTISSIMA,Spring 2017,Yes,-71.0717824608,42.3568935362,Yes
3153,GLEDITSIA TRI. INERMIS HALKA,Spring 2017,Yes,-71.0720672938,42.3483600535,Yes
3154,GLEDITSIA TRI. INERMIS HALKA,Spring 2017,Yes,-71.07209877609999,42.348383321,Yes
3155,ULMUS AMERICANA 'VALLEY FORGE',Spring 2017,Yes,-71.078008269,42.3521434934,Yes
3156,ULMUS AMERICANA 'VALLEY FORGE',Spring 2017,Yes,-71.0890304079,42.3488803989,Yes
3157,TILIA TOMENTOSA 'STERLING SILVER',Spring 2017,Yes,-71.0895949345,42.348870687899996,Yes
3158,ULMUS AMERICANA 'VALLEY FORGE',Spring 2017,Yes,-71.0903248231,42.3488581314,Yes
3159,QUERCUS ACUTISSIMA,Spring 2017,Yes,-71.0707707145,42.3482860188,Yes
3160,GLEDITSIA TRI. INERMIS HALKA,Spring 2017,Yes,-71.078427441,42.3523214154,No
3161,ACER RUBRUM RED SUNSET,Spring 2017,Yes,-71.0668325745,42.3492599868,Yes
3162,QUERCUS PALUSTRIS,Spring 2017,Yes,-71.0676146201,42.348807826,Yes
3163,ACER RUBRUM RED SUNSET,Spring 2017,Yes,-71.067722807,42.3487313956,Yes
3164,GYMNOCLADUS DIOICUS,Spring 2017,Yes,-71.067758568,42.3487313956,Yes
3165,QUERCUS PALUSTRIS,Spring 2017,Yes,-71.0681873143,42.3484718503,Yes
3166,ACER RUBRUM RED SUNSET,Spring 2017,Yes,-71.0842777543,42.3495167027,Yes
3167,GYMNOCLADUS DIOICUS,Spring 2017,Yes,-71.0867472087,42.3510256833,Yes
3168,QUERCUS PALUSTRIS,Spring 2017,Yes,-71.0806567145,42.3523465395,Yes
3169,ACER RUBRUM RED SUNSET,Spring 2017,Yes,-71.0811424696,42.352211491,Yes
3170,CARPINUS BETULUS 'FASTIGIATE',Spring 2017,Yes,-71.08232644590001,42.3518807728,No
3171,QUERCUS PALUSTRIS 'Green Pillar',Spring 2017,Yes,-71.0826744246,42.3517903856,No
3172,QUERCUS BICOLOR,Spring 2017,Yes,-71.0834556394,42.351593804400004,No
3173,QUERCUS PALUSTRIS,Spring 2017,Yes,-71.0869809216,42.3506378952,Yes
3174,LIRIODENDRON 'EMERALD CITY',Spring 2017,Yes,-71.0877694271,42.3504252695,Yes
3175,GLEDITSIA TRI. INERMIS HALKA,Spring 2017,Yes,-71.0835826517,42.3419281289,No
3176,QUERCUS PALUSTRIS 'Green Pillar',Spring 2017,Yes,-71.0713267002,42.352627284200004,No
3177,ACER RUBRUM RED SUNSET,Spring 2017,Yes,-71.0726388033,42.3522476052,No
3178,QUERCUS PALUSTRIS 'Green Pillar',Spring 2017,Yes,-71.0758594775,42.3514105351,Yes
3179,GYMNOCLADUS DIOICUS,Spring 2017,Yes,-71.0794202539,42.3504471025,Yes
3180,LIRIODENDRON 'EMERALD CITY',Spring 2017,Yes,-71.0792193834,42.3505095632,Yes
3181,LIRIODENDRON 'EMERALD CITY',Spring 2017,Yes,-71.07945601680001,42.3504471025,Yes
3182,ACER RUBRUM 'FRANK JR',Spring 2017,Yes,-71.0814753897,42.3498860356,Yes
3183,QUERCUS IMBRICARIA,Spring 2017,Yes,-71.083966099,42.349210009000004,Yes
3184,LIQUIDAMBAR STYR,Spring 2017,Yes,-71.08383856420001,42.3492414773,Yes
3185,QUERCUS PALUSTRIS,Spring 2017,Yes,-71.0842865021,42.3491246118,Yes
3186,TILIA TOMENTOSA 'STERLING SILVER',Spring 2017,Yes,-71.0863742045,42.3485568515,No
3187,ZELKOVA SERRATA 'MUSASHINO',Spring 2017,Yes,-71.0720150609,42.3587704813,Yes
3188,LIRIODENDRON 'EMERALD CITY',Spring 2017,Yes,-71.0865976649,42.3458768445,Yes
3189,ZELKOVA SERRATA 'MUSASHINO',Spring 2017,Yes,-71.0864522321,42.345854557399996,Yes
3190,TILIA TOMENTOSA 'STERLING SILVER',Spring 2017,Yes,-71.08594463979999,42.3457767717,Yes
3191,ACER RUBRUM RED SUNSET,Spring 2017,Yes,-71.0858710138,42.3457654894,Yes
3192,QUERCUS PALUSTRIS,Spring 2017,Yes,-71.0857414012,42.345745627,Yes
3193,QUERCUS IMBRICARIA,Spring 2017,Yes,-71.0854135241,42.3456953814,Yes
3194,ZELKOVA SERRATA 'MUSASHINO',Spring 2017,Yes,-71.0852534147,42.3456708455,Yes
3195,ACER RUBRUM 'FRANK JR',Spring 2017,Yes,-71.0851832104,42.3456603168,Yes
3196,TILIA TOMENTOSA 'STERLING SILVER',Spring 2017,Yes,-71.0849643978,42.3456278308,Yes
3197,LIRIODENDRON 'EMERALD CITY',Spring 2017,Yes,-71.0848569233,42.3456118744,Yes
3198,ZELKOVA SERRATA 'MUSASHINO',Spring 2017,Yes,-71.0847447848,42.3455952254,Yes
3199,LIQUIDAMBAR STYR,Spring 2017,Yes,-71.0845306102,42.3455634279,No
3200,ACER RUBRUM RED SUNSET,Spring 2017,Yes,-71.0794191155,42.3460329821,No
3201,QUERCUS PALUSTRIS,Spring 2017,Yes,-71.0814826604,42.3443168403,No
3202,TILIA TOMENTOSA 'STERLING SILVER',Spring 2017,Yes,-71.08165780590001,42.3441618904,Yes
3203,ZELKOVA SERRATA 'MUSASHINO',Spring 2017,Yes,-71.0826988628,42.343328144699996,No
3204,ACER RUBRUM 'FRANK JR',Spring 2017,Yes,-71.0829300587,42.3431171895,No
3205,QUERCUS IMBRICARIA,Spring 2017,Yes,-71.0829654757,42.343132303400004,No
3206,OSTRYA VIRGINIANA,Spring 2017,Yes,-71.0829654757,42.3431020756,Yes
3207,ZELKOVA SERRATA 'MUSASHINO',Spring 2017,Yes,-71.0677762619,42.360138648,Yes
3208,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2017,Yes,-71.0679737079,42.3565074725,No
3209,TILIA TOMENTOSA 'STERLING SILVER',Spring 2017,Yes,-71.06889842310001,42.35631062,No
3210,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2017,Yes,-71.071592618,42.356392839499996,Yes
3211,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2017,Yes,-71.0649898092,42.3611194464,Yes
3212,QUERCUS ACUTISSIMA,Spring 2017,Yes,-71.0687027575,42.3572846806,Yes
3213,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2017,Yes,-71.0690422318,42.3572093771,Yes
3214,ULMUS WILSONIANA 'PROSPECTOR',Spring 2017,Yes,-71.0695554754,42.3570862665,Yes
3215,CELTIS OCCIDENTALIS,Spring 2017,Yes,-71.0711398544,42.3567455788,Yes
3216,TILIA TOMENTOSA 'STERLING SILVER',Spring 2017,Yes,-71.0686109713,42.3597656828,Yes
3217,ZELKOVA SERRATA 'MUSASHINO',Spring 2017,Yes,-71.0686463892,42.359780792600006,Yes
3218,ULMUS WILSONIANA 'PROSPECTOR',Spring 2017,Yes,-71.0686463892,42.3597505729,Yes
3219,QUERCUS ACUTISSIMA,Spring 2017,Yes,-71.0645118271,42.3606837338,Yes
3220,SOPHORA JAPONICA 'HALKA',Spring 2017,Yes,-71.0644771912,42.3602965437,No
3221,CELTIS OCCIDENTALIS,Spring 2017,Yes,-71.0663544529,42.3597347933,Yes
3222,ULMUS WILSONIANA 'PROSPECTOR',Spring 2017,Yes,-71.071515865,42.357160537199995,Yes
3223,ACER RUBRUM 'FRANK JR',Spring 2017,Yes,-71.0649543775,42.3593410881,Yes
3224,QUERCUS BICOLOR,Spring 2017,Yes,-71.06613506,42.3593235718,Yes
3225,ULMUS WILSONIANA 'PROSPECTOR',Spring 2017,Yes,-71.0665941783,42.3593278042,Yes
3226,GINKGO BILOBA,Spring 2017,Yes,-71.0672531772,42.3593100768,Yes
3227,ACER RUBRUM OCT. GLORY,Spring 2017,Yes,-71.0673431138,42.3593076898,Yes
3228,QUERCUS ACUTISSIMA,Spring 2017,Yes,-71.06753902930001,42.359302491,Yes
3229,ACER RUBRUM OCT. GLORY,Spring 2017,Yes,-71.0681012581,42.3592831984,Yes
3230,TILIA TOMENTOSA 'STERLING SILVER',Spring 2017,Yes,-71.0683012492,42.3592819272,Yes
3231,ZELKOVA SERRATA 'MUSASHINO',Spring 2017,Yes,-71.06882011260001,42.3592785179,Yes
3232,LIQUIDAMBAR STYR,Spring 2017,Yes,-71.06911278390001,42.3592753237,Yes
3233,ULMUS WILSONIANA 'PROSPECTOR',Spring 2017,Yes,-71.0692786327,42.359271131199996,Yes
3234,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2017,Yes,-71.0695964522,42.3592645596,Yes
3235,CELTIS OCCIDENTALIS,Spring 2017,Yes,-71.0666573362,42.3603332708,Yes
3236,QUERCUS ACUTISSIMA,Spring 2017,Yes,-71.0673124598,42.3603210565,Yes
3237,QUERCUS BICOLOR,Spring 2017,Yes,-71.0676954369,42.36031885,Yes
3238,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2017,Yes,-71.0698419314,42.3602712466,Yes
3239,ZELKOVA SERRATA 'MUSASHINO',Spring 2017,Yes,-71.0679978673,42.3595413966,Yes
3240,GLEDITSIA TRI. INERMIS HALKA,Spring 2017,Yes,-71.0683417255,42.3595345828,Yes
3241,QUERCUS PALUSTRIS,Spring 2017,Yes,-71.07057903,42.3574277373,Yes
3242,GLEDITSIA TRI. INERMIS HALKA,Spring 2017,Yes,-71.06927833430001,42.3574700373,Yes
3243,QUERCUS ACUTISSIMA,Spring 2017,Yes,-71.0693729009,42.3576939186,Yes
3244,ZELKOVA SERRATA 'MUSASHINO',Spring 2017,Yes,-71.0694086629,42.3576939186,Yes
3245,QUERCUS BICOLOR,Spring 2017,Yes,-71.0698060382,42.3585654519,Yes
3246,TILIA TOMENTOSA 'STERLING SILVER',Spring 2017,Yes,-71.0703030709,42.3594985162,Yes
3247,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2017,Yes,-71.07015456270001,42.382239579499995,No
3248,ACER RUBRUM 'FRANK JR',Spring 2017,Yes,-71.0618286278,42.377332608,No
3249,ULMUS CARPINIFOLIA 'ACCOLADE',Spring 2017,Yes,-71.0584854197,42.3775696207,No
3250,LIQUIDAMBAR STYR,Spring 2017,Yes,-71.0596564675,42.3779798209,No
3251,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2017,Yes,-71.0611006931,42.378478186100004,No
3252,ZELKOVA SERRATA 'MUSASHINO',Spring 2017,Yes,-71.06200916680001,42.3787966265,No
3253,LIRIODENDRON 'EMERALD CITY',Spring 2017,Yes,-71.06325299699999,42.3792553898,No
3254,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2017,Yes,-71.0638125632,42.3795391309,No
3255,TILIA TOMENTOSA 'STERLING SILVER',Spring 2017,Yes,-71.0645995012,42.3799380036,No
3256,ZELKOVA SERRATA 'MUSASHINO',Spring 2017,Yes,-71.0657448437,42.3804988226,No
3257,QUERCUS IMBRICARIA,Spring 2017,Yes,-71.06633076189999,42.380798779,No
3258,GINKGO BILOBA,Spring 2017,Yes,-71.0660825717,42.3806743764,No
3259,CELTIS OCCIDENTALIS,Spring 2017,Yes,-71.0696928752,42.382480806,No
3260,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2017,Yes,-71.07098535909999,42.3831079562,No
3261,ZELKOVA SERRATA 'MUSASHINO',Spring 2017,Yes,-71.0711110981,42.3831584619,No
3262,CELTIS OCCIDENTALIS,Spring 2017,Yes,-71.06887752899999,42.3828087912,No
3263,PRUNUS SUB AUTUMNALIS,Spring 2017,Yes,-71.0588521328,42.373987216799996,No
3264,ULMUS AMERICANA 'VALLEY FORGE',Spring 2017,Yes,-71.06097312050001,42.3776395119,No
3265,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2017,Yes,-71.06289419069999,42.3751177878,No
3266,LIQUIDAMBAR STYR,Spring 2017,Yes,-71.0629299526,42.3751177878,No
3267,QUERCUS PALUSTRIS 'Green Pillar',Spring 2017,Yes,-71.0614256624,42.3806114083,No
3268,QUERCUS PALUSTRIS 'Green Pillar',Spring 2017,Yes,-71.0614614244,42.3806114083,No
3269,ACER RUBRUM 'FRANK JR',Spring 2017,Yes,-71.0701837389,42.3793521648,No
3270,LIQUIDAMBAR STYR,Spring 2017,Yes,-71.0703717554,42.379433095500005,No
3271,QUERCUS PALUSTRIS,Spring 2017,Yes,-71.05417558069999,42.375031246199995,No
3272,QUERCUS PALUSTRIS,Spring 2017,Yes,-71.0542109986,42.3750463524,No
3273,QUERCUS PALUSTRIS,Spring 2017,Yes,-71.0542109986,42.37501614,No
3274,QUERCUS ACUTISSIMA,Spring 2017,Yes,-71.0513595439,42.3767858942,No
3275,QUERCUS ACUTISSIMA,Spring 2017,Yes,-71.0512951705,42.3762231673,No
3276,GINKGO BILOBA,Spring 2017,Yes,-71.05086575060001,42.3771148906,No
3277,KOELREUTERIA PANICULATA,Spring 2017,Yes,-71.0636421732,42.376290729699996,No
3278,GINKGO BILOBA,Spring 2017,Yes,-71.0631683403,42.3728427125,No
3279,KOELREUTERIA PANICULATA,Spring 2017,Yes,-71.0622915962,42.3761013545,No
3280,KOELREUTERIA PANICULATA,Spring 2017,Yes,-71.06432075010001,42.376921206700004,No
3281,KOELREUTERIA PANICULATA,Spring 2017,Yes,-71.064356512,42.376921206700004,No
3282,TILIA CORDATA 'GREEN SPIRE',Spring 2017,Yes,-71.0619401075,42.3725531289,No
3283,ULMUS CARPINIFOLIA 'ACCOLADE',Spring 2017,Yes,-71.06192937899999,42.3726482433,No
3284,QUERCUS PHELLOS,Spring 2017,Yes,-71.0620966768,42.3731546267,No
3285,LIQUIDAMBAR STYR,Spring 2017,Yes,-71.0703779386,42.380751282,No
3286,ZELKOVA SERRATA 'MUSASHINO',Spring 2017,Yes,-71.0694462454,42.3837593472,No
3287,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2017,Yes,-71.0694816633,42.3837442431,No
3288,LIQUIDAMBAR STYR,Spring 2017,Yes,-71.0694816633,42.3837744513,No
