,Species,Season,Inspected,Longitude,Latitude,Watered
3289,ZELKOVA SERRATA 'MUSASHINO',Spring 2017,Yes,-71.0621322169,42.374319041,No
3290,ACER TRUNCATUM 'NORWEGIAN SUNSET',Spring 2017,Yes,-71.0613413283,42.3754520655,No
3291,ZELKOVA SERRATA 'MUSASHINO',Spring 2017,Yes,-71.0606772628,42.3749498955,No
3292,CELTIS OCCIDENTALIS,Spring 2017,Yes,-71.0582358034,42.3746632066,No
3293,SOPHORA JAPONICA 'HALKA',Spring 2017,Yes,-71.0619160808,42.3807948383,No
3294,ACER TRUNCATUM 'NORWEGIAN SUNSET',Spring 2017,Yes,-71.06132787680001,42.3724071348,No
3295,LIQUIDAMBAR STYR,Spring 2017,Yes,-71.0612865153,42.3724764548,No
3296,OSTRYA VIRGINIANA,Spring 2017,Yes,-71.06124933779999,42.3725421401,No
3297,QUERCUS PHELLOS,Spring 2017,Yes,-71.0611413866,42.372681411100004,No
3298,QUERCUS IMBRICARIA,Spring 2017,Yes,-71.0606354551,42.373417072399995,No
3299,LIRIODENDRON 'EMERALD CITY',Spring 2017,Yes,-71.0639400496,42.379128446399996,No
3300,QUERCUS RUBRA,Spring 2017,Yes,-71.0633307867,42.3798194055,No
3301,MALUS GOLDEN RAINDROPS,Spring 2017,Yes,-71.0677512657,42.3804160439,No
3302,TILIA TOMENTOSA 'GREEN MOUNTAIN',Spring 2017,Yes,-71.064170503,42.372881925,No
3303,QUERCUS PALUSTRIS,Spring 2017,Yes,-71.06525372739999,42.3770433587,No
3304,ACER TRUNCATUM 'NORWEGIAN SUNSET',Spring 2017,Yes,-71.0511367743,42.3791562406,No
3305,CELTIS OCCIDENTALIS,Spring 2017,Yes,-71.0511721913,42.379171345799996,No
3306,TILIA TOMENTOSA 'GREEN MOUNTAIN',Spring 2017,Yes,-71.0511721913,42.3791411353,No
3307,GINKGO BILOBA,Spring 2017,Yes,-71.0666308845,42.3781325856,No
3308,EUCOMMIA ULMOIDES,Spring 2017,Yes,-71.06357822390001,42.3752009743,No
3309,QUERCUS RUBRA,Spring 2017,Yes,-71.0670582771,42.3789018358,No
3310,ACER RUBRUM 'FRANK JR',Spring 2017,Yes,-71.067094039,42.3789018358,No
3311,LIRIODENDRON 'EMERALD CITY',Spring 2017,Yes,-71.0618172602,42.3735653891,No
3312,ULMUS CARPINIFOLIA 'ACCOLADE',Spring 2017,Yes,-71.0571893404,42.293550769899994,Yes
3313,ACER CAMPESTRE 'QUEEN ELIZABETH',Spring 2017,Yes,-71.0662602675,42.2871066946,No
3314,MALUS SUGARTYME,Spring 2017,Yes,-71.06629568449999,42.287121821999996,No
3315,ACER CAMPESTRE 'QUEEN ELIZABETH',Spring 2017,Yes,-71.06629568449999,42.2870915673,No
3316,ULMUS CARPINIFOLIA 'ACCOLADE',Spring 2017,Yes,-71.0614761666,42.3173201552,No
3317,CARPINUS BETULUS 'FASTIGIATE',Spring 2017,Yes,-71.0574661441,42.285379666,No
3318,MALUS GOLDEN RAINDROPS,Spring 2017,Yes,-71.0495629602,42.2822750703,No
3319,TILIA TOMENTOSA 'STERLING SILVER',Spring 2017,Yes,-71.0840259001,42.3074472763,No
3320,ULMUS CARPINIFOLIA 'ACCOLADE',Spring 2017,Yes,-71.08412739180001,42.3073229397,No
3321,TILIA TOMENTOSA 'STERLING SILVER',Spring 2017,Yes,-71.0845105881,42.3065391135,No
3322,CELTIS OCCIDENTALIS,Spring 2017,Yes,-71.0849445956,42.3038604989,Yes
3323,CARPINUS BETULUS 'FASTIGIATE',Spring 2017,Yes,-71.0605986087,42.3231128966,No
3324,TILIA TOMENTOSA 'STERLING SILVER',Spring 2017,Yes,-71.0717672609,42.3023750812,No
3325,ULMUS CARPINIFOLIA 'ACCOLADE',Spring 2017,Yes,-71.0718026788,42.3023902048,No
3326,TILIA TOMENTOSA 'STERLING SILVER',Spring 2017,Yes,-71.0718026788,42.3023599575,No
3327,MALUS SUGARTYME,Spring 2017,Yes,-71.0568505429,42.2867508363,No
3328,ULMUS CARPINIFOLIA 'ACCOLADE',Spring 2017,Yes,-71.0711003063,42.2836791784,No
3329,TILIA TOMENTOSA 'STERLING SILVER',Spring 2017,Yes,-71.0868277597,42.287872425100005,No
3330,ULMUS CARPINIFOLIA 'ACCOLADE',Spring 2017,Yes,-71.0873937605,42.2880812875,No
3331,TILIA TOMENTOSA 'STERLING SILVER',Spring 2017,Yes,-71.0875015673,42.2881292825,No
3332,ULMUS CARPINIFOLIA 'ACCOLADE',Spring 2017,Yes,-71.063220137,42.292741874,No
3333,TILIA TOMENTOSA 'STERLING SILVER',Spring 2017,Yes,-71.0850944092,42.299614055,No
3334,ACER CAMPESTRE 'QUEEN ELIZABETH',Spring 2017,Yes,-71.052633527,42.2849894994,No
3335,PRUNUS SUB AUTUMNALIS,Spring 2017,Yes,-71.0523640512,42.2850614648,No
3336,ULMUS CARPINIFOLIA 'ACCOLADE',Spring 2017,Yes,-71.065330213,42.3096560463,No
3337,ACER RUBRUM OCT. GLORY,Spring 2017,Yes,-71.0650821162,42.3090145209,No
3338,GLEDITSIA TRI. INERMIS HALKA,Spring 2017,Yes,-71.0683001236,42.3138874797,No
3339,TILIA TOMENTOSA 'STERLING SILVER',Spring 2017,Yes,-71.0676223544,42.3139158078,No
3340,ULMUS CARPINIFOLIA 'ACCOLADE',Spring 2017,Yes,-71.0675899477,42.3143822429,No
3341,QUERCUS PALUSTRIS 'Green Pillar',Spring 2017,Yes,-71.0670449639,42.315153700500005,No
3342,ACER RUBRUM OCT. GLORY,Spring 2017,Yes,-71.0513209825,42.2798003602,No
3343,OSTRYA VIRGINIANA,Spring 2017,Yes,-71.0725228184,42.2794898445,No
3344,GLEDITSIA TRI. INERMIS HALKA,Spring 2017,Yes,-71.0585277873,42.307142667600004,No
3345,ULMUS CARPINIFOLIA 'ACCOLADE',Spring 2017,Yes,-71.0621997799,42.2932821231,Yes
3346,OSTRYA VIRGINIANA,Spring 2017,Yes,-71.0644202,42.2853454793,No
3347,OSTRYA VIRGINIANA,Spring 2017,Yes,-71.05762094020001,42.3185103534,No
3348,ACER TRUNCATUM 'NORWEGIAN SUNSET',Spring 2017,Yes,-71.061584942,42.2891759547,No
3349,QUERCUS BICOLOR,Spring 2017,Yes,-71.06074492260001,42.2893862097,No
3350,MALUS SUGARTYME,Spring 2017,Yes,-71.05786608689999,42.2866033605,No
3351,ACER CAMPESTRE 'QUEEN ELIZABETH',Spring 2017,Yes,-71.0577206846,42.286635764,No
3352,MALUS SUGARTYME,Spring 2017,Yes,-71.05755557239999,42.2866826024,No
3353,ACER CAMPESTRE 'QUEEN ELIZABETH',Spring 2017,Yes,-71.05741809060001,42.2867381884,No
3354,MALUS SUGARTYME,Spring 2017,Yes,-71.0511127182,42.3003058416,No
3355,AMELANCHIER X CUMULUS,Spring 2017,Yes,-71.0535785532,42.285406943000005,No
3356,SOPHORA JAPONICA 'HALKA',Spring 2017,Yes,-71.0580844456,42.282232875300004,No
3357,ULMUS WILSONIANA 'PROSPECTOR',Spring 2017,Yes,-71.072094014,42.2994532967,No
3358,QUERCUS BICOLOR,Spring 2017,Yes,-71.0466569185,42.2850306558,No
3359,GLEDITSIA TRI. INERMIS HALKA,Spring 2017,Yes,-71.0610669358,42.3103454669,No
3360,ULMUS WILSONIANA 'PROSPECTOR',Spring 2017,Yes,-71.06864696,42.3030017109,No
3361,QUERCUS BICOLOR,Spring 2017,Yes,-71.0867568896,42.3166509603,No
3362,SOPHORA JAPONICA 'HALKA',Spring 2017,Yes,-71.0687075447,42.2976099408,No
3363,ACER CAMPESTRE 'QUEEN ELIZABETH',Spring 2017,Yes,-71.0755008906,42.2742085424,No
3364,SOPHORA JAPONICA 'HALKA',Spring 2017,Yes,-71.0535517549,42.2900623618,No
3365,ACER RUBRUM 'FRANK JR',Spring 2017,Yes,-71.0535909044,42.2901567551,No
3366,ULMUS WILSONIANA 'PROSPECTOR',Spring 2017,Yes,-71.0536514159,42.2902672205,No
3367,SYRINGA RETICULATA 'IVORY SILK',Spring 2017,Yes,-71.0582194698,42.3165431718,No
3368,MALUS SUGARTYME,Spring 2017,Yes,-71.0575887714,42.3164388577,No
3369,GLEDITSIA TRI. INERMIS HALKA,Spring 2017,Yes,-71.0761753469,42.2916124236,No
3370,ACER CAMPESTRE 'QUEEN ELIZABETH',Spring 2017,Yes,-71.0576481633,42.2811692943,No
3371,ULMUS WILSONIANA 'PROSPECTOR',Spring 2017,Yes,-71.0839319033,42.2950123308,No
3372,SOPHORA JAPONICA 'HALKA',Spring 2017,Yes,-71.0839676652,42.2950123308,No
3373,ACER RUBRUM 'FRANK JR',Spring 2017,Yes,-71.0713458188,42.3014100629,No
3374,QUERCUS ACUTISSIMA,Spring 2017,Yes,-71.0711845819,42.3014435796,No
3375,QUERCUS PALUSTRIS 'Green Pillar',Spring 2017,Yes,-71.05901099729999,42.3179374744,No
3376,SYRINGA RETICULATA 'IVORY SILK',Spring 2017,Yes,-71.0581196504,42.3262187517,Yes
3377,ACER CAMPESTRE 'QUEEN ELIZABETH',Spring 2017,Yes,-71.0498618597,42.2866409598,No
3378,MALUS SUGARTYME,Spring 2017,Yes,-71.0683421264,42.2867253952,No
3379,GLEDITSIA TRI. INERMIS HALKA,Spring 2017,Yes,-71.05381361069999,42.3116814468,No
3380,QUERCUS ACUTISSIMA,Spring 2017,Yes,-71.0606792974,42.3120369836,No
3381,ACER RUBRUM OCT. GLORY,Spring 2017,Yes,-71.0634827006,42.3133625831,No
3382,QUERCUS ACUTISSIMA,Spring 2017,Yes,-71.0577564466,42.286635764,No
3383,ACER RUBRUM 'FRANK JR',Spring 2017,Yes,-71.05741809060001,42.2867079335,No
3384,ZELKOVA SERRATA 'MUSASHINO',Spring 2017,Yes,-71.072914494,42.2966332035,No
3385,ACER CAMPESTRE 'QUEEN ELIZABETH',Spring 2017,Yes,-71.0732645765,42.296605919499996,No
3386,GLEDITSIA TRI. INERMIS HALKA,Spring 2017,Yes,-71.0933150359,42.3114912531,No
3387,GLEDITSIA TRI. INERMIS HALKA,Spring 2017,Yes,-71.0580272975,42.3297053103,No
3388,ZELKOVA SERRATA 'MUSASHINO',Spring 2017,Yes,-71.0610564305,42.3195967858,No
3389,ZELKOVA SERRATA 'MUSASHINO',Spring 2017,Yes,-71.0612921162,42.319162616599996,No
3390,ULMUS WILSONIANA 'PROSPECTOR',Spring 2017,Yes,-71.06164267390001,42.318472649099995,No
3391,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2017,Yes,-71.0526302789,42.3191184947,Yes
3392,QUERCUS PALUSTRIS 'Green Pillar',Spring 2017,Yes,-71.06454220260001,42.2961331236,No
3393,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2017,Yes,-71.06503873140001,42.282072389,No
3394,QUERCUS PALUSTRIS,Spring 2017,Yes,-71.0781958406,42.299859526999995,No
3395,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2017,Yes,-71.0669947195,42.3171601575,No
3396,GLEDITSIA TRI. INERMIS HALKA,Spring 2017,Yes,-71.0810447895,42.3058292244,No
3397,QUERCUS PALUSTRIS,Spring 2017,Yes,-71.0733131208,42.298940674499995,No
3398,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2017,Yes,-71.073202703,42.2987187854,No
3399,QUERCUS PALUSTRIS,Spring 2017,Yes,-71.0719684006,42.2948609074,No
3400,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2017,Yes,-71.0639458591,42.289847623200004,No
3401,QUERCUS PALUSTRIS,Spring 2017,Yes,-71.0634327646,42.28986914,No
3402,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2017,Yes,-71.0590467592,42.3179374744,No
3403,QUERCUS PALUSTRIS,Spring 2017,Yes,-71.072595317,42.2802412717,No
3404,ACER CAMPESTRE 'QUEEN ELIZABETH',Spring 2017,Yes,-71.0867455208,42.290770928600004,No
3405,AMELANCHIER X CUMULUS,Spring 2017,Yes,-71.0867809378,42.290786055,No
3406,CARPINUS BETULUS 'FASTIGIATE',Spring 2017,Yes,-71.0867809378,42.2907558021,No
3407,GINKGO BILOBA,Spring 2017,Yes,-71.0864633707,42.2905095991,No
3408,MALUS GOLDEN RAINDROPS,Spring 2017,Yes,-71.0864013537,42.2903900993,No
3409,PRUNUS ROSACEAE 'OKAME',Spring 2017,Yes,-71.0862379509,42.290107837600004,No
3410,QUERCUS PALUSTRIS,Spring 2017,Yes,-71.0860800899,42.2900057091,No
3411,QUERCUS PALUSTRIS 'Green Pillar',Spring 2017,Yes,-71.0860800899,42.2899452025,No
3412,SYRINGA RETICULATA 'IVORY SILK',Spring 2017,Yes,-71.0861273135,42.2900057091,No
3413,PRUNUS ROSACEAE 'OKAME',Spring 2017,Yes,-71.0861509248,42.2899754558,No
3414,SOPHORA JAPONICA 'HALKA',Spring 2017,Yes,-71.0861273135,42.2899452025,No
3415,QUERCUS IMBRICARIA,Spring 2017,Yes,-71.0858167802,42.289778860300004,No
3416,MALUS SUGARTYME,Spring 2017,Yes,-71.0856716034,42.2897068724,No
3417,QUERCUS ACUTISSIMA,Spring 2017,Yes,-71.0851443065,42.2895854931,No
3418,PRUNUS X YEDOENSIS,Spring 2017,Yes,-71.0851714985,42.289613179499995,No
3419,QUERCUS PHELLOS,Spring 2017,Yes,-71.0852154962,42.2896026041,No
3420,LIQUIDAMBAR STYR,Spring 2017,Yes,-71.0852154962,42.289568381399995,No
3421,ACER CAMPESTRE 'QUEEN ELIZABETH',Spring 2017,Yes,-71.0851714985,42.289557806,No
3422,AMELANCHIER X CUMULUS,Spring 2017,Yes,-71.0842639366,42.2896639198,No
3423,CARPINUS BETULUS 'FASTIGIATE',Spring 2017,Yes,-71.0842996985,42.2896639198,No
3424,MALUS GOLDEN RAINDROPS,Spring 2017,Yes,-71.0840217363,42.2897435053,No
3425,QUERCUS IMBRICARIA,Spring 2017,Yes,-71.08404248020001,42.2897753696,No
3426,QUERCUS BICOLOR,Spring 2017,Yes,-71.08408909020001,42.2897832389,No
3427,QUERCUS PALUSTRIS 'Green Pillar',Spring 2017,Yes,-71.0841264682,42.2897611885,No
3428,QUERCUS ACUTISSIMA,Spring 2017,Yes,-71.0841264682,42.2897258215,No
3429,QUERCUS BICOLOR,Spring 2017,Yes,-71.08408909020001,42.2897037711,No
3430,PRUNUS ROSACEAE 'OKAME',Spring 2017,Yes,-71.08404248020001,42.2897116411,No
3431,QUERCUS BICOLOR,Spring 2017,Yes,-71.0863640825,42.2897584977,No
3432,QUERCUS ACUTISSIMA,Spring 2017,Yes,-71.0863310245,42.2896030473,No
3433,MALUS SUGARTYME,Spring 2017,Yes,-71.08628993640001,42.2894939224,No
3434,SYRINGA RETICULATA 'IVORY SILK',Spring 2017,Yes,-71.0863256984,42.2894939224,No
3435,SOPHORA JAPONICA 'HALKA',Spring 2017,Yes,-71.08549563140001,42.288905990100005,No
3436,PRUNUS X YEDOENSIS,Spring 2017,Yes,-71.0834869915,42.289276491,No
3437,QUERCUS BICOLOR,Spring 2017,Yes,-71.0834830739,42.2893325817,No
3438,QUERCUS PALUSTRIS 'Green Pillar',Spring 2017,Yes,-71.0835145563,42.289355871,No
3439,QUERCUS PHELLOS,Spring 2017,Yes,-71.08354603869999,42.2893325817,No
3440,ACER CAMPESTRE 'QUEEN ELIZABETH',Spring 2017,Yes,-71.0817862116,42.2909770942,No
3441,AMELANCHIER X CUMULUS,Spring 2017,Yes,-71.0818216286,42.290992220599996,No
3442,CARPINUS BETULUS 'FASTIGIATE',Spring 2017,Yes,-71.0818216286,42.2909619678,No
3443,GINKGO BILOBA,Spring 2017,Yes,-71.0819923822,42.290939455300006,No
3444,MALUS GOLDEN RAINDROPS,Spring 2017,Yes,-71.082211935,42.2909233567,No
3445,QUERCUS IMBRICARIA,Spring 2017,Yes,-71.0824926254,42.2909027746,No
3446,QUERCUS PHELLOS,Spring 2017,Yes,-71.0832186503,42.290847806900004,No
3447,PRUNUS X YEDOENSIS,Spring 2017,Yes,-71.08325406729999,42.2908629333,No
3448,QUERCUS PALUSTRIS,Spring 2017,Yes,-71.08325406729999,42.2908326805,No
3449,QUERCUS RUBRA,Spring 2017,Yes,-71.0835040515,42.2908286109,No
3450,MALUS SUGARTYME,Spring 2017,Yes,-71.0838570455,42.2907979334,No
3451,QUERCUS PALUSTRIS 'Green Pillar',Spring 2017,Yes,-71.08389280739999,42.2907979334,No
3452,SOPHORA JAPONICA 'HALKA',Spring 2017,Yes,-71.0839944024,42.290427217,No
3453,PRUNUS X YEDOENSIS,Spring 2017,Yes,-71.0840298194,42.2904423435,No
3454,SYRINGA RETICULATA 'IVORY SILK',Spring 2017,Yes,-71.0840298194,42.2904120904,No
3455,AMELANCHIER X CUMULUS,Spring 2017,Yes,-71.0848141962,42.2907411681,No
3456,CARPINUS BETULUS 'FASTIGIATE',Spring 2017,Yes,-71.0850377762,42.290740323499996,No
3457,MALUS GOLDEN RAINDROPS,Spring 2017,Yes,-71.0850649682,42.2907680094,No
3458,QUERCUS PHELLOS,Spring 2017,Yes,-71.08510896680001,42.2907574342,No
3459,MALUS SUGARTYME,Spring 2017,Yes,-71.0851603981,42.2907404391,No
3460,SYRINGA RETICULATA 'IVORY SILK',Spring 2017,Yes,-71.08510896680001,42.2907232121,No
3461,QUERCUS IMBRICARIA,Spring 2017,Yes,-71.0850649682,42.290712636900004,No
3462,PRUNUS ROSACEAE 'OKAME',Spring 2017,Yes,-71.0858903738,42.2907419575,No
3463,QUERCUS ACUTISSIMA,Spring 2017,Yes,-71.0859261358,42.2907419575,No
3464,SOPHORA JAPONICA 'HALKA',Spring 2017,Yes,-71.08605081569999,42.290742026,No
3465,OSTRYA VIRGINIANA,Spring 2017,Yes,-71.0861730216,42.2907418246,No
3466,SYRINGA RETICULATA 'IVORY SILK',Spring 2017,Yes,-71.0862087836,42.2907418246,No
3467,QUERCUS PALUSTRIS 'Green Pillar',Spring 2017,Yes,-71.0870323943,42.2908084673,No
3468,MALUS SUGARTYME,Spring 2017,Yes,-71.0873045022,42.2908635705,No
3469,PRUNUS X YEDOENSIS,Spring 2017,Yes,-71.0872148458,42.2908433565,No
3470,QUERCUS PALUSTRIS,Spring 2017,Yes,-71.08734026409999,42.2908635705,No
3471,MALUS GOLDEN RAINDROPS,Spring 2017,Yes,-71.0874848094,42.2908927063,No
3472,GINKGO BILOBA,Spring 2017,Yes,-71.0879775571,42.2909798345,No
3473,CARPINUS BETULUS 'FASTIGIATE',Spring 2017,Yes,-71.0881252105,42.2910131042,No
3474,AMELANCHIER X CUMULUS,Spring 2017,Yes,-71.0881606284,42.2910282306,No
3475,ACER CAMPESTRE 'QUEEN ELIZABETH',Spring 2017,Yes,-71.0881606284,42.290997977800004,No
3476,ULMUS CARPINIFOLIA 'ACCOLADE',Spring 2017,Yes,-71.0560558473,42.3515100571,Yes
3477,ULMUS WILSONIANA 'PROSPECTOR',Spring 2017,Yes,-71.0531578513,42.3613766565,No
3478,QUERCUS PALUSTRIS,Spring 2017,Yes,-71.0530287633,42.3615234738,No
3479,ULMUS WILSONIANA 'PROSPECTOR',Spring 2017,Yes,-71.0581741371,42.3620287055,Yes
3480,QUERCUS PALUSTRIS,Spring 2017,Yes,-71.052596476,42.3628948953,No
3481,QUERCUS BICOLOR,Spring 2017,Yes,-71.0524545664,42.3630185361,No
3482,QUERCUS PALUSTRIS,Spring 2017,Yes,-71.0870379859,42.3457393773,Yes
3483,GLEDITSIA TRI. INERMIS HALKA,Spring 2017,Yes,-71.0616919601,42.3625373907,Yes
3484,GLEDITSIA TRI. INERMIS HALKA,Spring 2017,Yes,-71.0615706159,42.3625775184,Yes
3485,GLEDITSIA TRI. INERMIS HALKA,Spring 2017,Yes,-71.0618067666,42.3624904019,Yes
3486,GLEDITSIA TRI. INERMIS HALKA,Spring 2017,Yes,-71.0620482817,42.3623733852,Yes
3487,GLEDITSIA TRI. INERMIS HALKA,Spring 2017,Yes,-71.061632423,42.3625576138,Yes
3488,ULMUS WILSONIANA 'PROSPECTOR',Spring 2017,Yes,-71.0600988034,42.3616420532,No
3489,QUERCUS PALUSTRIS,Spring 2017,Yes,-71.0601345662,42.3616420532,No
3490,GLEDITSIA TRI. INERMIS HALKA,Spring 2017,Yes,-71.0632588302,42.3613937025,Yes
3491,TILIA TOMENTOSA 'STERLING SILVER',Spring 2017,Yes,-71.00574267340001,42.3880690433,No
3492,ACER GINNALA FLAME,Spring 2017,Yes,-71.00540445829999,42.3856019608,No
3493,AMELANCHIER X CUMULUS,Spring 2017,Yes,-71.0043755513,42.391273661999996,No
3494,GLEDITSIA TRI. INERMIS HALKA,Spring 2017,Yes,-71.0057633267,42.3914948393,No
3495,CELTIS OCCIDENTALIS,Spring 2017,Yes,-71.020121697,42.3819414928,No
3496,TILIA TOMENTOSA 'STERLING SILVER',Spring 2017,Yes,-71.0198587322,42.3820402307,No
3497,ZELKOVA SERRATA 'MUSASHINO',Spring 2017,Yes,-71.019314167,42.3822447031,No
3498,QUERCUS PALUSTRIS,Spring 2017,Yes,-71.0194868709,42.3822729326,No
3499,GLEDITSIA TRI. INERMIS HALKA,Spring 2017,Yes,-71.0191563725,42.3823039511,No
3500,QUERCUS PALUSTRIS 'Green Pillar',Spring 2017,Yes,-71.0098813272,42.385589529,No
3501,TILIA TOMENTOSA 'STERLING SILVER',Spring 2017,Yes,-71.0071271905,42.3865207687,No
3502,QUERCUS ROBUR 'REGAL PRINCE',Spring 2016,Yes,-71.1160446496,42.3101987182,No
3503,SOPHORA JAPONICA 'HALKA',Spring 2016,Yes,-71.1179498253,42.3121210502,No
3504,EUCOMMIA ULMOIDES,Spring 2016,Yes,-71.1144637285,42.2985686884,No
3505,QUERCUS BICOLOR,Spring 2016,Yes,-71.1185753749,42.287547873600005,Yes
3506,SYRINGA RETICULATA 'IVORY SILK',Spring 2016,Yes,-71.1148413706,42.316336513,No
3507,QUERCUS PALUSTRIS 'Green Pillar',Spring 2016,Yes,-71.1234031397,42.310249657600004,No
3508,PRUNUS SUB AUTUMNALIS,Spring 2016,Yes,-71.1264640134,42.3088674574,No
3509,PRUNUS SUB AUTUMNALIS,Spring 2016,Yes,-71.1264997754,42.3088674574,No
3510,SYRINGA RETICULATA 'IVORY SILK',Spring 2016,Yes,-71.1046244963,42.3208216592,No
3511,SOPHORA JAPONICA 'HALKA',Spring 2016,Yes,-71.1204015737,42.311391631599996,No
3512,QUERCUS BICOLOR,Spring 2016,Yes,-71.1144099719,42.3212389241,No
3513,PRUNUS ROSACEAE 'OKAME',Spring 2016,Yes,-71.1213239219,42.3115798254,No
3514,EUCOMMIA ULMOIDES,Spring 2016,Yes,-71.1146765578,42.3052860563,No
3515,QUERCUS BICOLOR,Spring 2016,Yes,-71.114618523,42.305165211900004,No
3516,CELTIS OCCIDENTALIS,Spring 2016,Yes,-71.114621068,42.305080658499996,No
3517,EUCOMMIA ULMOIDES,Spring 2016,Yes,-71.1146867537,42.3049335246,No
3518,PRUNUS SUB AUTUMNALIS,Spring 2016,Yes,-71.1027820864,42.3105552732,No
3519,PRUNUS SUB AUTUMNALIS,Spring 2016,Yes,-71.1028178475,42.3105552732,No
3520,EUCOMMIA ULMOIDES,Spring 2016,Yes,-71.1131660642,42.3005048852,No
3521,QUERCUS BICOLOR,Spring 2016,Yes,-71.1132572028,42.3003740774,No
3522,EUCOMMIA ULMOIDES,Spring 2016,Yes,-71.1134619208,42.3000802544,No
3523,SYRINGA RETICULATA 'IVORY SILK',Spring 2016,Yes,-71.104902754,42.3041066936,No
3524,PRUNUS SUB AUTUMNALIS,Spring 2016,Yes,-71.108627785,42.3071486916,No
3525,PRUNUS SUB AUTUMNALIS,Spring 2016,Yes,-71.1014612084,42.276688143899996,No
3526,PRUNUS SUB AUTUMNALIS,Spring 2016,Yes,-71.0909395563,42.2970920052,No
3527,QUERCUS PALUSTRIS,Spring 2016,Yes,-71.0909710387,42.2971152917,No
3528,QUERCUS PALUSTRIS,Spring 2016,Yes,-71.0910025211,42.2970920052,No
3529,QUERCUS PALUSTRIS,Spring 2016,Yes,-71.0909710387,42.2970687188,No
3530,PRUNUS SUB AUTUMNALIS,Spring 2016,Yes,-71.0861375649,42.2724200346,No
3531,QUERCUS PALUSTRIS 'Green Pillar',Spring 2016,Yes,-71.088000322,42.287452551,No
3532,QUERCUS RUBRA,Spring 2016,Yes,-71.0922269324,42.282219482399995,No
3533,QUERCUS RUBRA,Spring 2016,Yes,-71.0922623494,42.2822346109,No
3534,QUERCUS RUBRA,Spring 2016,Yes,-71.0922623494,42.2822043539,No
3535,PRUNUS SUB AUTUMNALIS,Spring 2016,Yes,-71.0848875301,42.28796319,No
3536,PRUNUS SUB AUTUMNALIS,Spring 2016,Yes,-71.084923292,42.28796319,No
3537,QUERCUS PHELLOS,Spring 2016,Yes,-71.0885024481,42.2886433516,No
3538,QUERCUS PHELLOS,Spring 2016,Yes,-71.0885382101,42.2886433516,No
3539,PRUNUS SUB AUTUMNALIS,Spring 2016,Yes,-71.0853070228,42.2874254625,No
3540,PRUNUS SUB AUTUMNALIS,Spring 2016,Yes,-71.0853427847,42.2874254625,No
3541,PRUNUS SUB AUTUMNALIS,Spring 2016,Yes,-71.0891640243,42.2722556999,No
3542,PRUNUS SUB AUTUMNALIS,Spring 2016,Yes,-71.1018711697,42.2716091773,No
3543,GLEDITSIA TRI. INERMIS HALKA,Spring 2016,Yes,-71.1086595493,42.2738439409,No
3544,GLEDITSIA TRI. INERMIS HALKA,Spring 2016,Yes,-71.10847881810001,42.2736560511,No
3545,GLEDITSIA TRI. INERMIS HALKA,Spring 2016,Yes,-71.1010495522,42.2705752017,No
3546,EUCOMMIA ULMOIDES,Spring 2016,Yes,-71.0850224424,42.2985662356,No
3547,CELTIS OCCIDENTALIS,Spring 2016,Yes,-71.0982573037,42.2730329339,No
3548,EUCOMMIA ULMOIDES,Spring 2016,Yes,-71.08529169479999,42.2881710048,No
3549,PRUNUS SUB AUTUMNALIS,Spring 2016,Yes,-71.0866430535,42.273605183600004,No
3550,TILIA CORDATA 'AMERICAN CENTURY',Spring 2016,Yes,-71.0855272692,42.2748641392,No
3551,QUERCUS PHELLOS,Spring 2016,Yes,-71.0808848754,42.2981637595,No
3552,QUERCUS PHELLOS,Spring 2016,Yes,-71.0809206373,42.2981637595,No
3553,PRUNUS SUB AUTUMNALIS,Spring 2016,Yes,-71.0939824403,42.278782663099996,No
3554,PRUNUS SUB AUTUMNALIS,Spring 2016,Yes,-71.0955636716,42.280003782,No
3555,PRUNUS SUB AUTUMNALIS,Spring 2016,Yes,-71.0848144039,42.2771553146,No
3556,QUERCUS PHELLOS,Spring 2016,Yes,-71.0851288862,42.2768039587,No
3557,PRUNUS SUB AUTUMNALIS,Spring 2016,Yes,-71.0851816793,42.2767449755,No
3558,KOELREUTERIA PANICULATA,Spring 2016,Yes,-71.085258602,42.2766392175,No
3559,PRUNUS SUB AUTUMNALIS,Spring 2016,Yes,-71.0855947526,42.2762867846,No
3560,QUERCUS PALUSTRIS 'Green Pillar',Spring 2016,Yes,-71.08567455800001,42.2761947394,No
3561,QUERCUS PHELLOS,Spring 2016,Yes,-71.08579534729999,42.2760554237,No
3562,QUERCUS PALUSTRIS 'Green Pillar',Spring 2016,Yes,-71.08387215479999,42.2848352378,No
3563,KOELREUTERIA PANICULATA,Spring 2016,Yes,-71.0889046454,42.2710709749,No
3564,KOELREUTERIA PANICULATA,Spring 2016,Yes,-71.078279705,42.275398981100004,No
3565,ZELKOVA SERRATA 'MUSASHINO',Spring 2016,Yes,-71.08243942770001,42.299768637,No
3566,CELTIS OCCIDENTALIS,Spring 2016,Yes,-71.0825574879,42.2996940281,No
3567,QUERCUS RUBRA,Spring 2016,Yes,-71.06848106,42.273795388,No
