OBJECTID,SITE_NAME,OWNERSHIP,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong
8735,Puopolo Playground,City of Boston,Central Boston,2.09019043,521 Commercial Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
8736,Boston State Hospital Campus,Commonwealth of Massachusetts,Mattapan,17.69, ,Industrial District,"Parks, Playgrounds & Athletic Fields"
8737,State Public Health Campus,Commonwealth of Massachusetts,Mattapan,11.81, ,Industrial District,"Parks, Playgrounds & Athletic Fields"
8738,Olmsted Green Park,Private,Mattapan,0.09, ,Special District,"Parks, Playgrounds & Athletic Fields"
8739,Franklin Park Zoo Parking/DCR,Commonwealth of Massachusetts,Mattapan,31, ,Institutional District,"Parks, Playgrounds & Athletic Fields"
8740,South Street BHA Play Area,BHA,Jamaica Plain,0.1, ,Residential District,"Parks, Playgrounds & Athletic Fields"
8741,Manning Schoolyard,City of Boston,Jamaica Plain,0.22, , ,"Parks, Playgrounds & Athletic Fields"
8742,Stony Brook Reservation II,Commonwealth of Massachusetts,West Roxbury,141.89, ,Residential District,"Parkways, Reservations & Beaches"
8744,A Street Park I,City of Boston,South Boston,1.36,135-141 A Street,Special District,"Parks, Playgrounds & Athletic Fields"
8745,Fort Point Channel Harborwalk,Private,South Boston,2.16, ,Industrial District,"Malls, Squares & Plazas"
8746,Rolling Bridge Park,MassDOT,South Boston,1.05, ,Commercial/Office/Business District,"Malls, Squares & Plazas"
8747,Fourth Street Park,Commonwealth of Massachusetts,South Boston,0.66, ,Industrial District,"Malls, Squares & Plazas"
8749,Franklin Park,City of Boston,Roxbury,392.16,143 Seaver St.,Open Space District,"Parks, Playgrounds & Athletic Fields"
8750,Q Park,Private,South Boston,0.6,29 Stillings Street,Industrial District,"Parks, Playgrounds & Athletic Fields"
8751,Charlesgate I,Commonwealth of Massachusetts,Back Bay/Beacon Hill,6.52,"Btwn Storrow Dr, Mass Pike, Charlesgate East & Charlesgate West",Residential District,"Parkways, Reservations & Beaches"
8752,Adams Park,City of Boston,Roslindale,0.7,Opposite 4228 Washington,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields"
8753,Arnold Arboretum,City of Boston,Jamaica Plain,224.26,Opposite 376 Arborway Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
8756,Higginson Schoolyard,City of Boston,Roxbury,0.34619095, ,Residential District,"Parks, Playgrounds & Athletic Fields"
8758,Hunt Playground,City of Boston,Mattapan,17.04561712, ,Open Space District,"Parks, Playgrounds & Athletic Fields"
8759,"St. Augustine""s Park",Private,South Boston,0.11, , ,"Malls, Squares & Plazas"
8760,Mt. Vernon Street Plaza,Massport,Charlestown,0.15, ,Residential District,"Parks, Playgrounds & Athletic Fields"
8761,Austin & Main Plaza,BRA,Charlestown,0.12, ,Commercial/Office/Business District,"Malls, Squares & Plazas"
8762,Pope John Paul II Park I,Commonwealth of Massachusetts,Dorchester,70, ,Open Space District,"Parkways, Reservations & Beaches"
8763,Port Norfolk Park,Commonwealth of Massachusetts,Dorchester,12.72, ,Open Space District,"Parkways, Reservations & Beaches"
8764,Neponset River Reservation II,MBTA,Dorchester,0.78, ,Open Space District,"Parkways, Reservations & Beaches"
8765,Pope John Paul II Park II,MBTA,Dorchester,0.33, ,Open Space District,"Parkways, Reservations & Beaches"
8766,Neponset River Reservation I,Commonwealth of Massachusetts,Multi-District,183.32, ,Open Space District,"Parkways, Reservations & Beaches"
8767,West Link Park,Commonwealth of Massachusetts,Dorchester,3.43, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches"
8768,Carson Beach,Commonwealth of Massachusetts,South Boston,24.73207787, ,Open Space District,"Parkways, Reservations & Beaches"
8769,Commercial Point,Commonwealth of Massachusetts,Dorchester,2.38, ,Special District,"Parkways, Reservations & Beaches"
8770,Charles River Reservation,Commonwealth of Massachusetts,Multi-District,171.69, ,Open Space District,"Parkways, Reservations & Beaches"
8772,Forbes Street Playground,City of Boston,Jamaica Plain,0.09, ,Residential District,"Parks, Playgrounds & Athletic Fields"
8773,Union Park Street Playground,Boston Water & Sewer Commission,South End,0.41, ,Special District,"Parks, Playgrounds & Athletic Fields"
8774,Porzio Park II,City of Boston,East Boston,0.14, , ,"Parks, Playgrounds & Athletic Fields"
8775,Porzio Park,City of Boston,East Boston,1.65840158,14 Jeffries Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
8778,Shaw Woods I,City of Boston,West Roxbury,0.72, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas
8779,Shaw Woods II,Private,West Roxbury,72.95, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas
8780,Ross Playground,City of Boston,Hyde Park,13.04038894,130 Westminster Str.,Residential District,"Parks, Playgrounds & Athletic Fields"
8785,Mt. Hope Cemetery,City of Boston,Roslindale,125.04,355 Walk Hill Str.,Residential District,Cemeteries & Burying Grounds
8788,Savin Hill Park,City of Boston,Dorchester,8.29468216,Opposite 124 Grampian Way,Residential District,"Parks, Playgrounds & Athletic Fields"
8789,Southwest Corridor Park,MBTA,Multi-District,47.68, ,Industrial District,"Parkways, Reservations & Beaches"
8791,Orton Field,City of Boston,South Boston,1.59,"Crowley-Rogers Way, St Casimir St, Flaherty Way",Residential District,"Parks, Playgrounds & Athletic Fields"
8792,Paul Gore Street Park,City of Boston,Jamaica Plain,0.73,60 Paul Gore Street,Open Space District,"Parks, Playgrounds & Athletic Fields"
8793,Allen Park,City of Boston,Dorchester,1.29, ,Residential District,"Parks, Playgrounds & Athletic Fields"
8794,Boston Nature Center_Visitor Ctr,City of Boston,Mattapan,2.33,500 Walk Hill Street,Industrial District,"Parks, Playgrounds & Athletic Fields"
8795,Boston Nature Center,Private,Mattapan,58.53,500 Walk Hill Street,Industrial District,Urban Wilds & Natural Areas
8796,Cunningham Park,City of Boston,Allston-Brighton,0.17585485, ,Open Space District,"Malls, Squares & Plazas"
8797,McLean Playground,City of Boston,East Boston,0.42966509,Between Bennington & Saratoga St.,Open Space District,"Parks, Playgrounds & Athletic Fields"
8798,Navy Fuel Pier Airport Edge Buffer,Massport,East Boston,0.84, , ,"Parks, Playgrounds & Athletic Fields"
8799,Fidelis Way Park,City of Boston,Allston-Brighton,5.10486027,Opposite 1505 Commonwealth Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields"
8800,Harambee Park,City of Boston,Mattapan,45.55780088,120 Westview Str.,Residential District,"Parks, Playgrounds & Athletic Fields"
8803,VFW Parkway I,Commonwealth of Massachusetts,West Roxbury,12.44, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches"
8804,VFW Parkway II,City of Boston,West Roxbury,0.65, ,Open Space District,"Parks, Playgrounds & Athletic Fields"
8805,Carroll Pond Playground,City of Boston,West Roxbury,0.47169423, ,Residential District,"Parks, Playgrounds & Athletic Fields"
8806,O'Donnell Square,City of Boston,Dorchester,0.06, ,Residential District,"Malls, Squares & Plazas"
8808,Old City Hall Grounds,BRA,Central Boston,0.22675871, ,Commercial/Office/Business District,"Malls, Squares & Plazas"
8809,King's Chapel Burying Ground,City of Boston,Central Boston,0.43054804,Adjacent to 58 Tremont Str.,Commercial/Office/Business District,Cemeteries & Burying Grounds
8812,A Street Park II,City of Boston,South Boston,0.25,135-141 A Street,Special District,"Parks, Playgrounds & Athletic Fields"
8813,Blue Hill Club Recreation Center,City of Boston,Dorchester,3.04,15 Talbot Street,Open Space District,"Parks, Playgrounds & Athletic Fields"
8814,Columbia Road/Day Boulevard,Commonwealth of Massachusetts,South Boston,16.85, ,Open Space District,"Parkways, Reservations & Beaches"
8815,Columbia Park,City of Boston,South Boston,0.34,"Columbia Road, Farragut Road, East Sixth Street",Open Space District,"Parks, Playgrounds & Athletic Fields"
8816,Washburn Street Green II,City of Boston,South Boston,0.01, ,Open Space District,"Malls, Squares & Plazas"
8817,Harrison/Plympton Basketball Court,City of Boston,South End,0.22, ,Special District,"Parks, Playgrounds & Athletic Fields"
8818,Goodearl Square,City of Boston,East Boston,0.01,18 Barnes Avenue,Commercial/Office/Business District,"Malls, Squares & Plazas"
8819,Columbia Road Mall,City of Boston,Dorchester,0,Columbia Road medians from Blue Hill Avenue to Ceylon Street, ,"Malls, Squares & Plazas"
8820,Condor Street Overlook Access Area,City of Boston,East Boston,0.03,2 Condor Street,Open Space District,Urban Wilds & Natural Areas
8821,Bellevue Street Green,City of Boston,West Roxbury,0.17,Bellevue St btwn Robin St and Bellevue Hill Rd,Residential District,"Malls, Squares & Plazas"
8822,Mahoney Park,City of Boston,Allston-Brighton,0.028,"Intersection Beacon St, Malia Terrace, Reservoir Rd",Residential District,"Malls, Squares & Plazas"
8823,Walnut Park,City of Boston,Roxbury,0.06,Walnut Park,Open Space District,"Malls, Squares & Plazas"
8826,Theresa Hynes Park Access Easement,Private,Allston-Brighton,0.02,99 Chestnut Hill Avenue,Residential District,"Parks, Playgrounds & Athletic Fields"
8830,Rink Grounds,Commonwealth of Massachusetts,Dorchester,2.53,995 Morrissey Blvd, ,"Parks, Playgrounds & Athletic Fields"
8831,Rena Park,Private,Allston-Brighton,2.22,288 - 290 N Harvard Street,Special District,"Parks, Playgrounds & Athletic Fields"
9231,Murphy Playground I,City of Boston,Jamaica Plain,2.45,20 Child Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
9232,Murphy Playground II,City of Boston,Jamaica Plain,0.09,20 Child Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
9233,Mount Hope Park,City of Boston,Roslindale,0.11,464 Mt Hope Street,Residential District,"Parks, Playgrounds & Athletic Fields"
9234,Oak Square I,City of Boston,Allston-Brighton,0.27145612,427 Faneuil Str.,Open Space District,"Malls, Squares & Plazas"
9634,Henry Square,City of Boston,Dorchester,0.05,Btwn Adams St and Gallivan Blvd,Commercial/Office/Business District,"Malls, Squares & Plazas"
10034,Oak Square II,City of Boston,Allston-Brighton,0.04,,Residential District,"Malls, Squares & Plazas"
10435,Melnea A. Cass Recreational Complex,Commonwealth of Massachusetts,Roxbury,2.58,120 Martin Luther King Jr. Blvd,Open Space District,"Parks, Playgrounds & Athletic Fields"
10834,Thompson Square,City of Boston,Charlestown,0.14,111 Warren St.;  other parcel bounded by Austin and Main Streets,Commercial/Office/Business District,"Malls, Squares & Plazas"
7903,Phipps Street Burying Ground,City of Boston,Charlestown,1.7478712, ,Residential District,Cemeteries & Burying Grounds
7912,Bennington Street Cemetery,City of Boston,East Boston,3.58974149,Opposite 490 Bennington Str.,Open Space District,Cemeteries & Burying Grounds
8562,Bunker Hill Burying Ground,City of Boston,Charlestown,1.1230495,Opposite 204 Bunker Hill Str.,Commercial/Office/Business District,Cemeteries & Burying Grounds
8582,Eliot Burying Ground,City of Boston,Roxbury,0.80077488,20 Eustis Str.,Open Space District,Cemeteries & Burying Grounds
7849,The Humps,City of Boston,Dorchester,0.92720636, ,Residential District,Urban Wilds & Natural Areas
7889,Pine Street Park,BRA,Central Boston,0.27166117, ,Residential District,"Parks, Playgrounds & Athletic Fields"
7898,Gardens for Charlestown,Private,Charlestown,0.36291476, ,Commercial/Office/Business District,Community Gardens
7901,St Francis De Sales Cemetery,Private,Charlestown,1.79538401, ,Residential District,Cemeteries & Burying Grounds
7906,Charlestown Sprouts Garden,City of Boston,Charlestown,0.48, ,Open Space District,Community Gardens
7910,Temple Ohabei Shalom Cemetery,Private,East Boston,2.33948186, ,Open Space District,Cemeteries & Burying Grounds
7919,Joe Ciampa Garden,BNAN_TTOR,East Boston,0.22171011, ,Open Space District,Community Gardens
7921,Festa Field,Massport,East Boston,0.99445051, ,Special District,"Parks, Playgrounds & Athletic Fields"
7922,Eagle Hill Memorial Park Garden,BNAN_TTOR,East Boston,0.15315481, ,Residential District,Community Gardens
7924,Dom Savio Athletic Field,Private,East Boston,3.11070765, ,Residential District,"Parks, Playgrounds & Athletic Fields"
7925,Fenway Park Field,Private,Fenway/Kenmore,2.78, ,Industrial District,"Parks, Playgrounds & Athletic Fields"
7928,Symphony Road Garden,BNAN_TTOR,Fenway/Kenmore,0.29788615, ,Residential District,Community Gardens
7929,Wentworth Field,Private,Fenway/Kenmore,2.98150699, ,Institutional District,"Parks, Playgrounds & Athletic Fields"
7945,Little Brewster Island,United States of America,Harbor Islands,3.12413852, ,Commercial/Office/Business District,Urban Wilds & Natural Areas
7949,Moon Island,City of Boston,Harbor Islands,54.08510359, ,Open Space & Residential Districts,"Parkways, Reservations & Beaches"
7953,Monterey Hilltop II,Private,Hyde Park,0.10408992, ,Residential District,Urban Wilds & Natural Areas
7955,Oak Lawn Cemetery,Private,Hyde Park,10.40684866, ,Commercial/Office/Business District,Cemeteries & Burying Grounds
7957,Match Charter School Campus,Private,Hyde Park,1.14,50 Poydras Street,Industrial District,"Parks, Playgrounds & Athletic Fields"
7971,Oak Lawn Golf Range,Private,Hyde Park,22.92,467-487 Cummins Highway,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields"
7975,Paul Gore/Beecher Street Garden,BNAN_TTOR,Jamaica Plain,0.50768117, ,Open Space District,Community Gardens
7978,Lawrence Farm,Private,Jamaica Plain,41.7049113, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas
7980,Forbes Street Garden,BNAN_TTOR,Jamaica Plain,0.37078302, ,Residential District,Community Gardens
7981,Tobin Community Center Garden,City of Boston,Jamaica Plain,0.2966297, ,Institutional District,Community Gardens
7986,Hellenic College Athletic Field,Private,Jamaica Plain,3.40660796, ,Conservation Protection Subdistrict,"Parks, Playgrounds & Athletic Fields"
7987,Hellenic Hill I,Private,Jamaica Plain,17.69531095, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas
7995,Gladeside II,Private,Mattapan,0.89854126, ,Residential District,Urban Wilds & Natural Areas
7998,Franklin Field BHA Garden,City of Boston,Mattapan,0.43377787, ,Residential District,Community Gardens
7999,ReVision House Urban Farm #1,Private,Mattapan,0.35190856, ,Residential District,Community Gardens
8000,Lucerne/Balsam Street Garden,BNAN_TTOR,Mattapan,0.22551695, ,Open Space District,Community Gardens
8008,Leland Street Herb Garden,BNAN_TTOR,Roslindale,0.25911714, ,Open Space District,Community Gardens
8013,Toll Gate Cemetery,Private,Roslindale,0.90478525, ,Open Space District,Cemeteries & Burying Grounds
8032,Cedar Street Garden II,BRA,Roxbury,0.07601427, ,Open Space District,Community Gardens
8033,Cedar Street Garden I,City of Boston,Roxbury,0.41746058, ,Open Space District,Community Gardens
8034,Margaret Wright Memorial Garden,Community Group/Nonprofit,Roxbury,0.13337245, ,Residential District,Community Gardens
8037,Savin/Maywood Street Garden,BNAN_TTOR,Roxbury,0.46294139, ,Open Space District,Community Gardens
8044,St. Monica's,Private,Roxbury,0.61903157, ,Residential District,Urban Wilds & Natural Areas
8046,St. Joseph's Garden,Private,Roxbury,0.2024447, ,Open Space District,Community Gardens
8047,Granada Park Garden,BNAN_TTOR,Roxbury,0.29974302, ,Residential District,Community Gardens
8048,Egleston Community Garden,Private,Roxbury,0.24067093, ,Residential District,Community Gardens
8049,Waldren Road Garden,City of Boston,Roxbury,0.09203198, ,Residential District,Community Gardens
8050,The Food Project Lot #1A,City of Boston,Roxbury,0.41,37-43 Langdon Street,Residential District,Community Gardens
8051,Winthrop Street Garden,BNAN_TTOR,Roxbury,0.1112406, ,Open Space District,Community Gardens
8053,Nuestra Playground,BNAN_TTOR,Roxbury,0.23341849, ,Open Space District,"Parks, Playgrounds & Athletic Fields"
8080,Nightingale Garden,BNAN_TTOR,Dorchester,1.37139983, ,Residential District,Community Gardens
8081,Adams Rock,Private,Dorchester,0.21706994, ,Residential District,Urban Wilds & Natural Areas
8091,Keystone Shoreline,Private,Dorchester,0.52357348, ,Special District,Urban Wilds & Natural Areas
8092,Granite Avenue Ledge,Private,Dorchester,0.38129459, ,Special District,Urban Wilds & Natural Areas
8096,Wheatland Avenue Victory Garden,BNAN_TTOR,Dorchester,0.15480932, ,Residential District,Community Gardens
8097,Clayborne Street Garden,Community Group/Nonprofit,Dorchester,0.07610699, ,Residential District,Community Gardens
8098,Fannie Lou Hamer Community Garden,Private,Dorchester,0.10322488, ,Residential District,Community Gardens
8099,Audrey Jacobs Memorial CG,BNAN_TTOR,Dorchester,0.10389404, ,Residential District,Community Gardens
8101,Quincy/Coleman Garden,Community Group/Nonprofit,Dorchester,0.3022826, ,Residential District,Community Gardens
8103,Lydon Way Garden,City of Boston,Dorchester,0.18563368, ,Residential District,Community Gardens
8119,Rutland/Washington Community Garden,Community Group/Nonprofit,South End,0.28200651, ,Open Space District,Community Gardens
8121,Kendall & Lenox Streets Garden,Community Group/Nonprofit,South End,0.43402264, ,Open Space District,Community Gardens
8123,Worcester Street Garden,Community Group/Nonprofit,South End,0.57, ,Residential District,Community Gardens
8124,Berkeley Street Garden,Community Group/Nonprofit,South End,1.10192904, ,Residential District,Community Gardens
8125,Warren & Clarendon Streets Garden,Community Group/Nonprofit,South End,0.05212554, ,Open Space District,Community Gardens
8126,Unity Towers Garden,Private,South End,0.06694949, ,Residential District,Community Gardens
8128,Wellington Green,Community Group/Nonprofit,South End,0.04605808, ,Open Space District,Community Gardens
8138,Mount Benedict Cemetery,Private,West Roxbury,79.21, ,Conservation Protection Subdistrict,Cemeteries & Burying Grounds
8139,Mount Lebanon Cemetery,Private,West Roxbury,48.5943994, ,Open Space District,Cemeteries & Burying Grounds
8140,Gethsemane Cemetery,Private,West Roxbury,20.81197696, ,Open Space District,Cemeteries & Burying Grounds
8142,Hancock Woods II,Private,West Roxbury,4.59, ,Conservation Protection Subdistrict,"Parkways, Reservations & Beaches"
8143,Dana Road I,City of Boston,West Roxbury,2.57749731, ,Residential District,Urban Wilds & Natural Areas
8144,Dana Road II,Private,West Roxbury,0.35271219, ,Residential District,Urban Wilds & Natural Areas
8147,Congregation Mishkan Tefia Cemetery,Private,West Roxbury,9.58687512, ,Open Space District,Cemeteries & Burying Grounds
8152,Centre Marsh,Private,West Roxbury,3.7189119, ,Residential District,Urban Wilds & Natural Areas
8153,St Joseph's Cemetery,Private,West Roxbury,128.2757726, ,Conservation Protection Subdistrict,Cemeteries & Burying Grounds
8157,Praught/Bunker Fields,Private,West Roxbury,4.91796284, ,Open Space District,"Parks, Playgrounds & Athletic Fields"
8159,Catholic Memorial H.S. Athltc Fld,Private,West Roxbury,7.26006285, ,Institutional District,"Parks, Playgrounds & Athletic Fields"
8164,UMass Boston Athletic Fields,Commonwealth of Massachusetts,Dorchester,18.4677814, ,Industrial District,"Parks, Playgrounds & Athletic Fields"
8165,Claymont Terrace,Private,Dorchester,0.60573728, ,Residential District,"Parks, Playgrounds & Athletic Fields"
8173,Crittenton Hospital,Private,Allston-Brighton,2.92656298, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas
8176,Mount St. Joseph's Athletic Fields,Private,Allston-Brighton,4.19149009, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas
8182,Emanuel College Grounds,Private,Fenway/Kenmore,3.62166311, ,Institutional District,"Malls, Squares & Plazas"
8190,United Nbhd of Lower Roxbury CG,Commonwealth of Massachusetts,South End,0.27680273, ,Residential District,Community Gardens
8213,Cedar Grove Cemetery,Private,Dorchester,54.21744999, ,Residential District,Cemeteries & Burying Grounds
8215,Mother Brook I,Private,Hyde Park,0.37013097, ,Residential District,Urban Wilds & Natural Areas
8221,Patrick J. Kelly Park,Private,Charlestown,0.14062231, ,Residential District,"Parks, Playgrounds & Athletic Fields"
8223,Rutland Green,BRA,South End,0.09157466, ,Residential District,Community Gardens
8226,West Springfield Garden,Community Group/Nonprofit,South End,0.16481075, ,Open Space District,Community Gardens
8227,Greenwood Community Garden,BNAN_TTOR,Roxbury,0.20391477, ,Residential District,Community Gardens
8228,Highland Park 400 Garden,Community Group/Nonprofit,Roxbury,0.64040972, ,Residential District,Community Gardens
8229,Bowditch Garden,Private,Jamaica Plain,0.13576334, ,Residential District,Community Gardens
8235,Rivermoor I,United States of America,West Roxbury,7.71360557, ,Open Space District,Urban Wilds & Natural Areas
8239,First Church Cemetery,Private,Jamaica Plain,0.62830435, ,Residential District,Cemeteries & Burying Grounds
8247,St Rose Street Garden,BNAN_TTOR,Jamaica Plain,0.0780558, ,Residential District,Community Gardens
8250,Centre Place Garden,City of Boston,Roxbury,0.13660536, ,Residential District,Community Gardens
8251,Highland Avenue Community Garden,BNAN_TTOR,Roxbury,0.10061459, ,Open Space District,Community Gardens
8252,Allan Crite Garden I,City of Boston,Roxbury,0.4036074, ,Residential District,Community Gardens
8255,Boston University Ball Diamond,Private,Allston-Brighton,1.67668525, ,Institutional District,"Parks, Playgrounds & Athletic Fields"
8262,Little Mystic Access Area,BRA,Charlestown,2.07, ,Special District,"Parks, Playgrounds & Athletic Fields"
8274,Frederick Douglass Green,Private,South End,0.92205578, ,Special District,"Parks, Playgrounds & Athletic Fields"
8277,Nonquit Street Garden,City of Boston,Dorchester,0.15, ,Residential District,Community Gardens
8282,First Church Yard,Private,Roxbury,1.6, ,Institutional District,"Parks, Playgrounds & Athletic Fields"
8283,Williams Street I,Private,Jamaica Plain,2.1,215 Forest Hills Street (rear),Residential District,Urban Wilds & Natural Areas
8286,Suffolk Downs Infield,Private,East Boston,28.37534005, ,Industrial District,"Parks, Playgrounds & Athletic Fields"
8296,Hellenic Hill II,Private,Jamaica Plain,6.37162311, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas
8299,Williams Street III,City of Boston,Jamaica Plain,0.31,Cnr Kenton & Dungarven Sts + 241R Forest Hills St,Open Space District,Urban Wilds & Natural Areas
8302,St Michael's Cemetery,Private,Mattapan,46.49983645, ,Open Space District,Cemeteries & Burying Grounds
8303,Monadnock Street Garden,BNAN_TTOR,Dorchester,0.22428755, ,Residential District,Community Gardens
8307,Rivermoor II,BRA,West Roxbury,1.02582285, ,Open Space District,Urban Wilds & Natural Areas
8310,Meetinghouse Hill Churchyard,Private,Dorchester,0.80745493, ,Residential District,"Malls, Squares & Plazas"
8312,Harvard-Livermore Tract,Private,Mattapan,5.65144064, ,Residential District,Urban Wilds & Natural Areas
8314,Boston College HS Athletic Fields,Private,Dorchester,19.53, ,Residential District,"Parks, Playgrounds & Athletic Fields"
8315,Neponset River Corridor,Private,Hyde Park,1.1875683, ,Residential District,Urban Wilds & Natural Areas
8321,Northhampton St Community Garden,Community Group/Nonprofit,South End,0.22024522, ,Open Space District,Community Gardens
8323,Harvard Business School Athltc Flds,Private,Allston-Brighton,0.56528814, ,Institutional District,"Parks, Playgrounds & Athletic Fields"
8326,Oak Terrace Playlot,Private,Central Boston,0.0309362, ,Special District,"Parks, Playgrounds & Athletic Fields"
8331,NCAAA Museum Grounds,Private,Roxbury,0.8369024, ,Institutional District,"Malls, Squares & Plazas"
8339,Bessie Barnes Garden,Community Group/Nonprofit,South End,0.13321562, ,Open Space District,Community Gardens
8343,Paul Sullivan House Comm Garden,Community Group/Nonprofit,Dorchester,0.05367956, ,Residential District,Community Gardens
8344,Boston Evening Academy Garden,City of Boston,Roxbury,0.22, ,Residential District,Community Gardens
8345,Phyllis Wheatley/Warren Place,City of Boston,Roxbury,0.15, ,Residential District,Community Gardens
8346,ReVision House Urban Farm #2,Community Group/Nonprofit,Mattapan,0.37642885, ,Residential District,Community Gardens
8347,Shore Plaza East Garden,Private,East Boston,0.09258596, ,Special District,Community Gardens
8348,South Street Community Garden,Commonwealth of Massachusetts,Jamaica Plain,0.47012064, ,Open Space District,Community Gardens
8349,Starr Lane Park,City of Boston,Jamaica Plain,0.06203976, ,Residential District,Community Gardens
8350,The Food Project Lot #3,Private,Roxbury,0.11455758,18 Albion Street,Residential District,Community Gardens
8351,Wakullah St. CG,BRA,Roxbury,0.10242284, ,Residential District,Community Gardens
8352,Warren Gardens Community Garden,Community Group/Nonprofit,Roxbury,0.25898998, ,Residential District,Community Gardens
8353,Washington Manor Community Garden,BHA,South End,0.02207476,Between Washburn St and Dorchester Ave,Special District,Community Gardens
8355,8th Street Circle Garden,City of Boston,Charlestown,0.04690589, ,Special District,Community Gardens
8356,9th Street Circle Garden,City of Boston,Charlestown,0.04569857, ,Special District,Community Gardens
8358,Clementine Park,City of Boston,Dorchester,0.02508511, ,Residential District,Community Gardens
8359,Columbia Point Community Garden,Private,Dorchester,0.05, ,Commercial/Office/Business District,Community Gardens
8360,Commonwealth Tenants Association CG,BHA,Allston-Brighton,0.35038399, ,Residential District,Community Gardens
8369,North Street Park,MassDOT,Central Boston,0.24, ,Special District,"Malls, Squares & Plazas"
8380,CANA Portal,MassDOT,Charlestown,1.15, ,Residential District,"Malls, Squares & Plazas"
8382,I-90 Interchange,MassDOT,Central Boston,1.54, ,Special District,"Malls, Squares & Plazas"
8386,Mattahunt Woods III,City of Boston,Mattapan,3.57, ,Residential District,Urban Wilds & Natural Areas
8392,North Beacon Allee,Private,Allston-Brighton,0.84, ,Conservation Protection Subdistrict,"Malls, Squares & Plazas"
8395,St. John Chrysostom Tract,Private,West Roxbury,4.31, ,Residential District,Urban Wilds & Natural Areas
8397,Canterbury Brookside I,Commonwealth of Massachusetts,Mattapan,3.57, ,Special District,Urban Wilds & Natural Areas
8398,South Shore Plaza Courts,Private,East Boston,0.23, ,Special District,"Parks, Playgrounds & Athletic Fields"
8399,South Shore Plaza Park,Private,East Boston,0.5, ,Special District,"Malls, Squares & Plazas"
8400,West End Recreation Complex,Private,Central Boston,3.42, ,Residential District,"Parks, Playgrounds & Athletic Fields"
8407,Allan Crite Garden II,BRA,Roxbury,0.04, ,Open Space District,Community Gardens
8408,East Boston Social Centers Playlot,Private,East Boston,0.33, ,Residential District,"Parks, Playgrounds & Athletic Fields"
8410,Mattahunt Woods II,Private,Mattapan,3.74,"Livermore, Canaan, Itasca & Alabama Sts.",Residential District,Urban Wilds & Natural Areas
8411,Mattahunt Woods Buffer,Private,Mattapan,1.02, ,Residential District,Urban Wilds & Natural Areas
8415,Currier Woods I,City of Boston,Mattapan,1.43, ,Residential District,Urban Wilds & Natural Areas
8416,Currier Woods II,Private,Mattapan,0.56, ,Residential District,Urban Wilds & Natural Areas
8417,Savannah Woods II,Private,Mattapan,0.73, ,Residential District,Urban Wilds & Natural Areas
8418,Melvinside Play Area,Private,Dorchester,0.4, ,Residential District,"Parks, Playgrounds & Athletic Fields"
8421,Canterbury Brookside II,Private,Roslindale,0.49, ,Commercial/Office/Business District,Urban Wilds & Natural Areas
8424,ELC Playlot,City of Boston,Roxbury,0.45, ,Residential District,"Parks, Playgrounds & Athletic Fields"
8425,John Eliot Square Urban Wild,BNAN_TTOR,Roxbury,0.08, ,Residential District,Urban Wilds & Natural Areas
8426,Savannah Woods I,City of Boston,Mattapan,3.2, ,Residential District,Urban Wilds & Natural Areas
8427,Rutland's Haven Community Garden,Community Group/Nonprofit,South End,0.11, ,Open Space District,Community Gardens
8428,Bessie Barnes Park,Community Group/Nonprofit,South End,0.1, ,Residential District,"Parks, Playgrounds & Athletic Fields"
8429,Frederick Douglass Peace Garden,BRA,South End,0.11, ,Residential District,Community Gardens
8431,Carter School Grounds,City of Boston,South End,0.49, ,Residential District,"Parks, Playgrounds & Athletic Fields"
8432,Harrison Urban Garden,Private,South End,0.2, ,Residential District,Community Gardens
8434,Madison Park Village CG,City of Boston,Roxbury,0.24, ,Institutional District,Community Gardens
8457,Roslindale Wetlands Urban Wild II,Private,Roslindale,2.45,Near 23 Coniston Rd,Conservation Protection Subdistrict,Urban Wilds & Natural Areas
8464,Belle Isle Inlet Buffer I,MBTA,East Boston,5.04,1240 Bennington Street,Special District,Urban Wilds & Natural Areas
8465,Belle Isle Inlet Buffer II,Private,East Boston,2.04,111 Waldemar Avenue,Special District,Urban Wilds & Natural Areas
8478,Sherrin Woods II,Private,Hyde Park,1.11,145 Dale Street,Conservation Protection Subdistrict,Urban Wilds & Natural Areas
