OBJECTID,SITE_NAME,OWNERSHIP,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong
7819,Wilson Park,City of Boston,Allston-Brighton,0.09717567,Off 1686 Commonwealth Ave.,Open Space District,"Malls, Squares & Plazas"
7821,Hooker-Sorrento Street Playground,City of Boston,Allston-Brighton,1.00537799,120 Hooker Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
7822,Smith Playground,City of Boston,Allston-Brighton,14.79771231,235 Western Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields"
7823,Fern Square,City of Boston,Allston-Brighton,0.04054316,Opposite 101 Franklin Str.,Open Space District,"Malls, Squares & Plazas"
7824,Ringer Playground,City of Boston,Allston-Brighton,10.25585494, ,Open Space District,"Parks, Playgrounds & Athletic Fields"
7826,McKinney Playground,City of Boston,Allston-Brighton,5.89138132,61-74 Faneuil Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
7827,Hobart Park,City of Boston,Allston-Brighton,0.80884689,Opposite 18 Ranlegh Rd.,Open Space District,"Parks, Playgrounds & Athletic Fields"
7828,Market Street Burying Ground,City of Boston,Allston-Brighton,0.39534779,Opposite 381 Market Str.,Open Space District,Cemeteries & Burying Grounds
7829,Jackson Square,City of Boston,Allston-Brighton,0.12031326,Opposite 63 Chestnut Hill Ave,Open Space District,"Malls, Squares & Plazas"
7830,Reilly Playground,Commonwealth of Massachusetts,Allston-Brighton,6.96695306, ,Open Space District,"Parks, Playgrounds & Athletic Fields"
7831,Boyden Park,Commonwealth of Massachusetts,Allston-Brighton,0.48179081, ,Institutional District,"Malls, Squares & Plazas"
7832,Evergreen Cemetery,City of Boston,Allston-Brighton,20.77215033,2060 Commonwealth Ave.,Open Space District,Cemeteries & Burying Grounds
7833,Hardiman Playground,City of Boston,Allston-Brighton,1.47302947,Adair Road/Faneuil Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
7835,The Cenacles,Private,Allston-Brighton,15.33969764, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas
7836,Rogers Park,City of Boston,Allston-Brighton,8.17116962,Adjacent to 91 Foster St,Open Space District,"Parks, Playgrounds & Athletic Fields"
7842,Chandler Pond,City of Boston,Allston-Brighton,18.90802906,Opposite 44 Lake Shore Rd,Open Space District,"Parks, Playgrounds & Athletic Fields"
7843,Nonquit Green,Community Group/Nonprofit,Dorchester,0.35746179, ,Residential District,"Malls, Squares & Plazas"
7844,Mullen Square,City of Boston,Dorchester,0.22675059,Edison Green,Residential District,"Malls, Squares & Plazas"
7845,Dorchester North Burying Ground,City of Boston,Dorchester,3.30391727, ,Commercial/Office/Business District,Cemeteries & Burying Grounds
7846,Calf Pasture,Commonwealth of Massachusetts,Dorchester,7.44, ,Institutional District,"Parks, Playgrounds & Athletic Fields"
7848,Downer Avenue Playground,City of Boston,Dorchester,0.80889778,43 Downer Ave.,Residential District,"Parks, Playgrounds & Athletic Fields"
7850,Quincy/Stanley Play Area,City of Boston,Dorchester,0.3724094,Quincy Str.,Residential District,"Parks, Playgrounds & Athletic Fields"
7851,Deer Street Park,City of Boston,Dorchester,0.24478116,Opposite 34 Deer Str.,Residential District,"Parks, Playgrounds & Athletic Fields"
7852,Savin Hill Beach,Commonwealth of Massachusetts,Dorchester,2.98993894, ,Open Space District,"Parkways, Reservations & Beaches"
7853,Coppens Square,City of Boston,Dorchester,0.35701954,Opposite 344 Bowdoin Str.,Residential District,"Malls, Squares & Plazas"
7854,Old Harbor Park,Commonwealth of Massachusetts,Dorchester,7.99, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches"
7855,McConnell Park,City of Boston,Dorchester,6.76,28 Denny Str./Playstead Rd,Open Space District,"Parks, Playgrounds & Athletic Fields"
7856,Boston Common,City of Boston,Back Bay/Beacon Hill,45.74,139 Tremont Str. @VIC,Open Space District,"Parks, Playgrounds & Athletic Fields"
7857,Central Burying Ground,City of Boston,Back Bay/Beacon Hill,1.49,Opposite 123 Boylston Str.,Open Space District,Cemeteries & Burying Grounds
7858,Public Garden,City of Boston,Back Bay/Beacon Hill,23.51,"Boylston, Arlington, Charles",Open Space District,"Parks, Playgrounds & Athletic Fields"
7859,Granary Burying Ground,City of Boston,Back Bay/Beacon Hill,1.86,Opposite 110 Tremont,Open Space District,Cemeteries & Burying Grounds
7860,Phillips Street Play Area,City of Boston,Back Bay/Beacon Hill,0.11526636,Phillips Str.,Residential District,"Parks, Playgrounds & Athletic Fields"
7861,Myrtle Street Playground,City of Boston,Back Bay/Beacon Hill,0.14766565,Opposite 28 Phillips Str.,Residential District,"Parks, Playgrounds & Athletic Fields"
7863,State House Park,Commonwealth of Massachusetts,Back Bay/Beacon Hill,1.23870543, ,Open Space District,"Malls, Squares & Plazas"
7864,Copley Square Park,City of Boston,Back Bay/Beacon Hill,1.85428821,St. James Ave.,Commercial/Office/Business District,"Malls, Squares & Plazas"
7865,Prudential Center Plaza I,Private,Back Bay/Beacon Hill,1.0626591, ,Special District,"Malls, Squares & Plazas"
7866,Clarendon Street Playlot,City of Boston,Back Bay/Beacon Hill,0.33235436, ,Residential District,"Parks, Playgrounds & Athletic Fields"
7867,Somerset Street Plaza,Commonwealth of Massachusetts,Back Bay/Beacon Hill,0.93030039, ,Special District,"Malls, Squares & Plazas"
7868,DeFilippo Playground,City of Boston,Central Boston,1.11555607,135 Prince Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
7869,Copp's Hill Burying Ground,City of Boston,Central Boston,1.98141665,Opposite 34 Hull Str.,Open Space District,Cemeteries & Burying Grounds
7870,Copp's Hill Terrace,City of Boston,Central Boston,0.61198844,536 Commericial Str.,Open Space District,"Malls, Squares & Plazas"
7871,Foster Street Play Area,City of Boston,Central Boston,0.10503572, ,Open Space District,"Parks, Playgrounds & Athletic Fields"
7872,Charter Street Park,City of Boston,Central Boston,0.23534031,Opposite 26 Charter Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
7873,Paul Revere Mall,City of Boston,Central Boston,0.86,370 Hanover Street,Open Space District,"Malls, Squares & Plazas"
7874,Polcari Park,City of Boston,Central Boston,0.28857259,Opposite 44 Prince Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
7875,Cutillo Park,City of Boston,Central Boston,0.28491861,Opposite 15 Stillman Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
7876,City Hall Plaza,BRA,Central Boston,5.93146518, ,Open Space District,"Malls, Squares & Plazas"
7877,Cardinal Cushing Park I,BRA,Central Boston,0.35,"IFO 15 New Chardon Street (""One Bowdoin Square"")",Open Space District,"Malls, Squares & Plazas"
7878,Norman Leventhal Park,Private,Central Boston,1.54521864,130 Congress Str.,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields"
7879,Pemberton Square I,BRA,Central Boston,0.18485239, ,Open Space District,"Malls, Squares & Plazas"
7880,Pemberton Square II,City of Boston,Central Boston,1.06216494, ,Open Space District,"Malls, Squares & Plazas"
7881,Angell Memorial Square,City of Boston,Central Boston,0.17663084,Congress Str.,Commercial/Office/Business District,"Malls, Squares & Plazas"
7882,Union Street Park I,BRA,Central Boston,0.51,Between Union Street & Congress Street opposite City Hall,Open Space District,"Malls, Squares & Plazas"
7883,Langone Park,City of Boston,Central Boston,2.18,529 Commercial Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
7884,School Street Park,BRA,Central Boston,0.08,Opposite 308 Washington St,Special District,"Malls, Squares & Plazas"
7885,Prince Street Park,Commonwealth of Massachusetts,Central Boston,1.28, ,Open Space District,"Parkways, Reservations & Beaches"
7886,Ausonia Plaza,BRA,Central Boston,0.19623955, ,Residential District,"Malls, Squares & Plazas"
7887,Rachel Revere Square,City of Boston,Central Boston,0.07859187,210 North St.,Open Space District,"Malls, Squares & Plazas"
7888,Tai Tung Park,City of Boston,Central Boston,0.03323863,"110 Tyler Street, Corner w/Tai Tung St.",Open Space District,"Parks, Playgrounds & Athletic Fields"
7890,Quincy Market Square,BRA,Central Boston,1.56, ,Commercial/Office/Business District,"Malls, Squares & Plazas"
7891,Winthrop Square,City of Boston,Central Boston,0.16, ,Commercial/Office/Business District,"Malls, Squares & Plazas"
7892,Edwards Playground,City of Boston,Charlestown,1.34,10 Eden Str.,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields"
7893,City Square,Commonwealth of Massachusetts,Charlestown,1.21, ,Open Space District,"Malls, Squares & Plazas"
7894,John Harvard Mall,City of Boston,Charlestown,0.82977059, ,Residential District,"Malls, Squares & Plazas"
7895,Paul Revere Park,Commonwealth of Massachusetts,Charlestown,6.40013027, ,Open Space District,"Parkways, Reservations & Beaches"
7896,Charlestown HS Athletic Fields,City of Boston,Charlestown,10.42,Opposite 240 Medford St,Open Space District,"Parks, Playgrounds & Athletic Fields"
7897,Ryan Playground,City of Boston,Charlestown,8.78,62 Alford Street,Open Space District,"Parks, Playgrounds & Athletic Fields"
7899,Barry Playground,City of Boston,Charlestown,3.32,41 Medford St,Open Space District,"Parks, Playgrounds & Athletic Fields"
7900,Doherty Playground,City of Boston,Charlestown,3.02175616,349 Bunker Hill Str.,Residential District,"Parks, Playgrounds & Athletic Fields"
7902,Bunker Hill Monument,United States of America,Charlestown,3.75283998, ,Residential District,"Malls, Squares & Plazas"
7904,Winthrop Square,City of Boston,Charlestown,0.9,"Winthrop, Common, Adams Sts.",Residential District,"Malls, Squares & Plazas"
7905,Hayes Square,City of Boston,Charlestown,0.17470544,Between Bunker Hill and Vine St.,Commercial/Office/Business District,"Malls, Squares & Plazas"
7907,East Boston Memorial Park I,City of Boston,East Boston,14.79060502, ,Open Space District,"Parks, Playgrounds & Athletic Fields"
7908,Noyes Playground,City of Boston,East Boston,8.22374845,86 Boardman St.,Open Space District,"Parks, Playgrounds & Athletic Fields"
7909,Bayswater Street,Massport,East Boston,1.70395628, ,Special District,Urban Wilds & Natural Areas
7911,Cuneo Park,City of Boston,East Boston,0.23067238, ,Residential District,"Parks, Playgrounds & Athletic Fields"
7913,American Legion Playground,City of Boston,East Boston,3.38388095,24 Glendon Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
7914,Prescott Square,City of Boston,East Boston,0.27780017,Between Trenton and Eagle St.,Open Space District,"Malls, Squares & Plazas"
7915,Putnam Square,City of Boston,East Boston,0.26354042, ,Open Space District,"Malls, Squares & Plazas"
7916,Paris Street Playground,City of Boston,East Boston,0.79449789,121 Paris Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
7917,Brophy Park,City of Boston,East Boston,0.77383094,Opposite 195 Webster Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
7918,Sumner & Lamson Street Playground,City of Boston,East Boston,0.48357588,Opposite 492 Sumner Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
7920,Condor Street Beach I,City of Boston,East Boston,2.74,300 Condor St.,Open Space District,Urban Wilds & Natural Areas
7923,East Boston Greenway,City of Boston,East Boston,2.61096403,144 Marginal Str.,Residential District,"Parkways, Reservations & Beaches"
7926,Symphony Community Park,City of Boston,Fenway/Kenmore,0.49679593,Edgerly Road btwn Norway and Burbank Sts.,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields"
7927,Edgerly Road Playground,City of Boston,Fenway/Kenmore,0.1081164,6 Edgerly Road,Special District,"Parks, Playgrounds & Athletic Fields"
7930,Oscar Tugo Circle,City of Boston,Fenway/Kenmore,0.05755321, ,Residential District,"Malls, Squares & Plazas"
7931,Commonwealth Avenue Mall II,City of Boston,Fenway/Kenmore,0.98,"Commonwealth Ave btwn Charlesgate West & Kenmore St, nr Kenmore T Station",Residential District,"Malls, Squares & Plazas"
7932,Stony Brook Sewer Easement,Private,Fenway/Kenmore,0.28868284, ,Residential District,"Malls, Squares & Plazas"
7933,Harry Ellis Dickson Park,City of Boston,Fenway/Kenmore,0.08351658, ,Commercial/Office/Business District,"Malls, Squares & Plazas"
7934,Gallops Island,Commonwealth of Massachusetts,Harbor Islands,25.09405975, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches"
7935,Lovells Island,Commonwealth of Massachusetts,Harbor Islands,60.95521299, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches"
7936,Georges Island,Commonwealth of Massachusetts,Harbor Islands,40.45201012, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches"
7937,Green Island,Commonwealth of Massachusetts,Harbor Islands,1.74734212, ,Commercial/Office/Business District,Urban Wilds & Natural Areas
7938,Little Calf Island,Commonwealth of Massachusetts,Harbor Islands,0.81175344, ,Commercial/Office/Business District,Urban Wilds & Natural Areas
7939,Calf Island,Commonwealth of Massachusetts,Harbor Islands,22.42221171, ,Commercial/Office/Business District,Urban Wilds & Natural Areas
7940,Outer Brewster Island,Commonwealth of Massachusetts,Harbor Islands,20.11554453, ,Commercial/Office/Business District,Urban Wilds & Natural Areas
7941,Middle Brewster Island,Commonwealth of Massachusetts,Harbor Islands,13.64915484, ,Commercial/Office/Business District,Urban Wilds & Natural Areas
7942,Great Brewster Island,Commonwealth of Massachusetts,Harbor Islands,23.93567723, ,Commercial/Office/Business District,Urban Wilds & Natural Areas
7943,Shag Rocks,Commonwealth of Massachusetts,Harbor Islands,1.31981442, ,Commercial/Office/Business District,Urban Wilds & Natural Areas
7944,Long Island,City of Boston,Harbor Islands,225.1856664, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches"
7947,Rainsford Island,City of Boston,Harbor Islands,21.6523638, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches"
7948,Deer Island,MWRA,Harbor Islands,91.32779604, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches"
7950,Connell Fields/Hickey Courts,Commonwealth of Massachusetts,Hyde Park,4.1483742, ,Residential District,"Parks, Playgrounds & Athletic Fields"
7951,Weider Park,Commonwealth of Massachusetts,Hyde Park,6.91931115, ,Residential District,"Parks, Playgrounds & Athletic Fields"
7952,Monterey Hilltop I,City of Boston,Hyde Park,4.12374269, ,Residential District,Urban Wilds & Natural Areas
7954,Sherrin Woods I,City of Boston,Hyde Park,23.81339751, ,Residential District,Urban Wilds & Natural Areas
7956,Doyle Playground,Commonwealth of Massachusetts,Hyde Park,0.94486646, ,Residential District,"Parks, Playgrounds & Athletic Fields"
7958,West Street,City of Boston,Hyde Park,2.53280629, ,Industrial District,Urban Wilds & Natural Areas
7959,Dell Rock I,City of Boston,Hyde Park,1.3, ,Residential District,Urban Wilds & Natural Areas
7960,Amatucci Playground,City of Boston,Hyde Park,0.44867941,Opposite 1661 Hyde Park Ave.,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields"
7961,Moynihan Playground,Commonwealth of Massachusetts,Hyde Park,7.18571325, ,Residential District,"Parks, Playgrounds & Athletic Fields"
7962,Iacono/Readville Playground,City of Boston,Hyde Park,4.91402344,159 Readville Str.,Residential District,"Parks, Playgrounds & Athletic Fields"
7963,Camp Meigs,Commonwealth of Massachusetts,Hyde Park,2.86583949, ,Residential District,"Parks, Playgrounds & Athletic Fields"
7964,Jeremiah Hurley Memorial Park,City of Boston,Hyde Park,0.07,0 (Zero) Wolcott Square,Commercial/Office/Business District,"Malls, Squares & Plazas"
7965,Stony Brook Recreation Complex,Commonwealth of Massachusetts,Hyde Park,27.39,Corner Turtle Pond Parkway & River Street,Residential District,"Parks, Playgrounds & Athletic Fields"
7966,Williams Square,City of Boston,Hyde Park,0.03805675,Opposite 131 Williams Ave.,Residential District,"Malls, Squares & Plazas"
7967,Dana Avenue Urban Wild I,Commonwealth of Massachusetts,Hyde Park,0.81968055, ,Industrial District,Urban Wilds & Natural Areas
7970,Mother Brook Reservation,Commonwealth of Massachusetts,Hyde Park,30.39060995, ,Residential District,"Parkways, Reservations & Beaches"
7972,Mission Hill Playground,City of Boston,Jamaica Plain,2.68681793,60 Smith Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
7973,Gibbons Playground,City of Boston,Jamaica Plain,0.11,10 Sewall Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
7974,Mozart Street Playground,City of Boston,Jamaica Plain,0.8062696,28 Mozart Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
7976,Beecher Street Play Area,City of Boston,Jamaica Plain,0.1742426,105 Paul Gore Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
7982,English H.S. Athletic Fields,City of Boston,Jamaica Plain,7.63320583,144 McBride Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
7983,Johnson Park II,City of Boston,Jamaica Plain,0.17063559, ,Open Space District,"Parks, Playgrounds & Athletic Fields"
7984,Johnson Park I,Commonwealth of Massachusetts,Jamaica Plain,2.60085765, ,Open Space District,"Parks, Playgrounds & Athletic Fields"
7985,Mahoney Square,City of Boston,Jamaica Plain,0.06021515,Intersection of Day and Centre St.,Commercial/Office/Business District,"Malls, Squares & Plazas"
7988,Back of the Hill Urban Wild,City of Boston,Jamaica Plain,3.71620564, ,Open Space District,Urban Wilds & Natural Areas
7991,Thetford/Evans Playground,City of Boston,Mattapan,0.68,Corner of Thetford & Evans Sts,Residential District,"Parks, Playgrounds & Athletic Fields"
7992,Woodhaven,City of Boston,Mattapan,1.1823713, ,Residential District,Urban Wilds & Natural Areas
7993,Gladeside I,City of Boston,Mattapan,10.3057581, ,Open Space District,Urban Wilds & Natural Areas
7994,Willowwood Rock,City of Boston,Mattapan,0.53229858, ,Open Space District,Urban Wilds & Natural Areas
7997,Msgr. Francis A. Ryan Park,Commonwealth of Massachusetts,Mattapan,6.14129551, ,Open Space District,"Parks, Playgrounds & Athletic Fields"
8001,Walker Playground,City of Boston,Mattapan,5.9534334,550 Norfolk Str.,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields"
8002,Kennedy Playground,Commonwealth of Massachusetts,Mattapan,0.26002942, ,Open Space District,"Parks, Playgrounds & Athletic Fields"
8003,Forest Hills Cemetery,Private,Roslindale,243.7323322, ,Open Space District,Cemeteries & Burying Grounds
8004,Walter Street Cemetery,City of Boston,Roslindale,0.8659424,Walter Str.,Open Space District,Cemeteries & Burying Grounds
8005,Weld Hill Tract,Private,Roslindale,14.11,"Centre, Weld & Walter Streets",Conservation Protection Subdistrict,"Parks, Playgrounds & Athletic Fields"
8006,Pagel Playground,City of Boston,Roslindale,2.72504189,365 Hyde Park Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields"
8007,Parkman Playground,City of Boston,Roslindale,2.06809445,58 Wachusett Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
8009,Fallon Field,City of Boston,Roslindale,7.51145116,940 South Str.,Residential District,"Parks, Playgrounds & Athletic Fields"
8010,Poplar Street Play Area,City of Boston,Roslindale,0.44211382,Opposite 238 Poplar St.,Open Space District,"Parks, Playgrounds & Athletic Fields"
8012,Delano Park,City of Boston,Roslindale,0.20637203, ,Open Space District,"Malls, Squares & Plazas"
8014,Forest Hills Rotary,Commonwealth of Massachusetts,Roslindale,0.69082163, ,Open Space District,"Malls, Squares & Plazas"
8015,Whittier Playground,City of Boston,Roxbury,0.27550283, ,Open Space District,"Parks, Playgrounds & Athletic Fields"
8016,Dudley Town Common,City of Boston,Roxbury,0.62004086, ,Commercial/Office/Business District,"Malls, Squares & Plazas"
8017,King Street Play Area,City of Boston,Roxbury,0.13,239 Roxbury Street,Open Space District,"Parks, Playgrounds & Athletic Fields"
8018,Jeep Jones Park,City of Boston,Roxbury,1.82,221 Roxbury Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
8019,Linwood Park,City of Boston,Roxbury,0.07383864,1 Linwood Park/Opp. 75 Centre St.,Open Space District,"Malls, Squares & Plazas"
8020,Kittredge Park,City of Boston,Roxbury,0.11595123,Linwood Str.,Open Space District,"Malls, Squares & Plazas"
8021,Rockledge Street Urban Wild,City of Boston,Roxbury,0.53148566, ,Open Space District,Urban Wilds & Natural Areas
8022,St James Street Park,City of Boston,Roxbury,0.38489331,Adjacent to 35 St. James Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
8023,Malcolm X Park I,City of Boston,Roxbury,15.12,158 Walnut Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields"
8024,Horatio Harris Park,City of Boston,Roxbury,2.52189718,Opposite 227 Walnut Ave,Open Space District,"Parks, Playgrounds & Athletic Fields"
8025,Trotter School Playground,City of Boston,Roxbury,1.24398438,Oppoiste 156 Humboldt Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields"
8026,Crawford Street Playground,City of Boston,Roxbury,1.72194396,Adjacent to 310 Walnut Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields"
8027,Father Jack Play Area,City of Boston,Roxbury,0.3170537,345 Walnut Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields"
8028,Flaherty Playground,City of Boston,Roxbury,1.31078198, ,Open Space District,"Parks, Playgrounds & Athletic Fields"
8029,Marcella Playground,City of Boston,Roxbury,5.08980387,260 Highland Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
8030,Highland Park,City of Boston,Roxbury,3.63253278,58 Beech Glen Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
8031,Cedar Square,City of Boston,Roxbury,0.62313931,Opposite 20 Cedar Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
8035,Elm Hill Park,City of Boston,Roxbury,0.117909,Off 550 Warren Str.,Open Space District,"Malls, Squares & Plazas"
8036,Quincy Street Play Area,City of Boston,Roxbury,0.53142047,Opposite 70 Quincy Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
8038,Howes Playground,City of Boston,Roxbury,1.89, ,Open Space District,"Parks, Playgrounds & Athletic Fields"
8039,Little Scobie Playground,City of Boston,Roxbury,0.79435599,Between Dunreath & Copeland Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
8040,Erie/Ellington Playground,City of Boston,Roxbury,0.3743838,Corner of Ellington and Erie,Open Space District,"Parks, Playgrounds & Athletic Fields"
8041,Puddingstone Park,City of Boston,Roxbury,0.55,Opposite 331 Seaver Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
8042,Bynoe Park,City of Boston,Roxbury,2.67,Between Orchard Park & Adams St.,Open Space District,"Parks, Playgrounds & Athletic Fields"
8043,John Eliot Square,City of Boston,Roxbury,0.07440906, ,Residential District,"Malls, Squares & Plazas"
8045,Buena Vista,City of Boston,Roxbury,1.34549904, ,Open Space District,Urban Wilds & Natural Areas
8052,Madison Park H.S. Athletic Fields,City of Boston,Roxbury,9.60564824,55 R New Dudley Str.,Institutional District,"Parks, Playgrounds & Athletic Fields"
8054,Dennis Street Park,City of Boston,Roxbury,0.4160878,138 Moreland Str.,Residential District,"Parks, Playgrounds & Athletic Fields"
8055,Holborn Street Playlot,City of Boston,Roxbury,0.14,6 Holborn Str.,Residential District,"Parks, Playgrounds & Athletic Fields"
8056,Medal of Honor Park,City of Boston,South Boston,6.18269328,Opposite 805 East Broadway,Residential District,"Malls, Squares & Plazas"
8057,Christopher Lee Playground,City of Boston,South Boston,5.43798868, ,Residential District,"Parks, Playgrounds & Athletic Fields"
8058,Hawes Burying Ground,City of Boston,South Boston,0.25082368,Opposite 286 Emerson Str.,Residential District,Cemeteries & Burying Grounds
8059,Union Burying Ground,City of Boston,South Boston,0.12115745,Opposite 655 East Fifth Str.,Residential District,Cemeteries & Burying Grounds
8060,Dorchester Heights NHS,United States of America,South Boston,4.40398348, ,Residential District,"Malls, Squares & Plazas"
8061,Flaherty Park,City of Boston,South Boston,0.2522215,Opposite 133 B Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
8062,Buckley Playground,City of Boston,South Boston,0.65561916,Opposite 209 West Third Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
8063,Sterling Square,BHA,South Boston,1.0387651, ,Residential District,"Malls, Squares & Plazas"
8064,Veterans Memorial Park,BHA,South Boston,0.20177296, ,Residential District,"Parks, Playgrounds & Athletic Fields"
8065,Ronan Park,City of Boston,Dorchester,11.27463098,Opposite 65 Mt. Ida Road,Residential District,"Parks, Playgrounds & Athletic Fields"
8066,Mt. Bowdoin Green,City of Boston,Dorchester,0.53817884,Opposite 11 Bowdoin Ave.,Residential District,"Malls, Squares & Plazas"
8067,Byrne Playground,City of Boston,Dorchester,1.26302622,23 Everett Str.,Residential District,"Parks, Playgrounds & Athletic Fields"
8068,Doherty/Gibson Playground,City of Boston,Dorchester,5.72627282, ,Open Space District,"Parks, Playgrounds & Athletic Fields"
8069,Wellesley Park,City of Boston,Dorchester,0.71338629,29 Wellesley Park,Residential District,"Parks, Playgrounds & Athletic Fields"
8070,McMorrow Playground,Commonwealth of Massachusetts,Dorchester,5.23186736, ,Industrial District,"Parks, Playgrounds & Athletic Fields"
8071,Hemenway Playground,City of Boston,Dorchester,4.39521048,531 Adams Str.,Residential District,"Parks, Playgrounds & Athletic Fields"
8072,Rev. Loesch Family Park,City of Boston,Dorchester,2.25259606,Opposite 21 Wainwright Str.,Residential District,"Parks, Playgrounds & Athletic Fields"
8074,Walsh Playground,City of Boston,Dorchester,6.94564498,Opposite 31 Clancy Road,Residential District,"Parks, Playgrounds & Athletic Fields"
8075,Dorchester South Burying Ground,City of Boston,Dorchester,1.94260591,Opposite 2096 Dorchester Ave.,Open Space District,Cemeteries & Burying Grounds
8076,Dorchester Park,City of Boston,Dorchester,27.29735362,1003 Adams Str.,Open Space District,"Parks, Playgrounds & Athletic Fields"
8077,Gallivan/Hallet Circle,Commonwealth of Massachusetts,Dorchester,0.47798957, ,Commercial/Office/Business District,"Malls, Squares & Plazas"
8078,Toohig Playground,Commonwealth of Massachusetts,Dorchester,2.12423446, ,Residential District,"Parks, Playgrounds & Athletic Fields"
8079,Martin/Hilltop Playground,City of Boston,Dorchester,1.31193964,101 Myrtlebank Ave.,Residential District,"Parks, Playgrounds & Athletic Fields"
8084,Mother's Rest at Four Corners,City of Boston,Dorchester,1.12453477, ,Residential District,"Parks, Playgrounds & Athletic Fields"
8085,Ripley Playground,City of Boston,Dorchester,0.82672673,Opposite 24 Ripley Road,Residential District,"Parks, Playgrounds & Athletic Fields"
8086,Garvey Playground,City of Boston,Dorchester,5.27312017,Opposite 345 Neposet Ave.,Residential District,"Parks, Playgrounds & Athletic Fields"
8087,Centervale Park,City of Boston,Dorchester,0.19595483,Between Upland Ave and Bourneside,Residential District,"Malls, Squares & Plazas"
8088,Ventura Playground,Commonwealth of Massachusetts,Dorchester,1.30990583, ,Open Space District,"Parks, Playgrounds & Athletic Fields"
8090,Norton Street Playground,BRA,Dorchester,0.06590689, ,Residential District,"Parks, Playgrounds & Athletic Fields"
8093,Geneva Cliffs I,City of Boston,Dorchester,1.82935019, ,Residential District,Urban Wilds & Natural Areas
8094,YMCA Community Park,Private,Dorchester,1.02749317, ,Residential District,"Parks, Playgrounds & Athletic Fields"
8104,Codman Square,City of Boston,Dorchester,0.33918222, ,Residential District,"Malls, Squares & Plazas"
8105,Hayes Park,City of Boston,South End,0.28368006,Opposite 178 West Canton Str.,Residential District,"Parks, Playgrounds & Athletic Fields"
8106,Peters Park II,BRA,South End,0.42185015,230 Shawmut Ave.,Residential District,"Parks, Playgrounds & Athletic Fields"
8107,Peters Park I,City of Boston,South End,3.39506058,230 Shawmut Ave.,Residential District,"Parks, Playgrounds & Athletic Fields"
8108,Rotch Playground,City of Boston,South End,2.74585015,30 Randolph Str.,Industrial District,"Parks, Playgrounds & Athletic Fields"
8109,Ringgold Park,City of Boston,South End,0.38043644,10 Ringgold Str.,Residential District,"Parks, Playgrounds & Athletic Fields"
8110,Blackstone Square,City of Boston,South End,2.44443563,1535 Washington Str.,Residential District,"Malls, Squares & Plazas"
8111,Franklin Square,City of Boston,South End,2.48280505,Opposite 7 St. George Str.,Residential District,"Malls, Squares & Plazas"
8112,South End South Burying Ground,City of Boston,South End,1.47716127,1620 Washington Str.,Residential District,Cemeteries & Burying Grounds
